project;commits;benchmarks;params;forks;iteration1;iteration2;iteration3;iteration4;iteration5;time
jctools;;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=10&qType=MpscArrayQueue;5;50;50;50;50;50;327.3
jctools;;org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaseline;limit=1;5;22;8;20;14;25;148.7188
jctools;;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgs;limit=10000;5;50;50;50;50;50;327.3
jctools;;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.unalignedPrimitiveArgsBaseline;limit=10000;2;9;22;0;0;0;54.3852
jctools;;org.jctools.jmh.collections.SetOps.add;keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet;2;10;20;0;0;0;53.275999999999996
jctools;;org.jctools.jmh.throughput.MpqThroughputBackoffNone.nor;qCapacity=132000&qType=SpscArrayQueue;5;50;50;50;50;50;327.3
jctools;;org.jctools.jmh.collections.SetOps.sum;keyBound=2048&occupancy=512&size=1024&type=org.jctools.sets.OpenHashSet;2;14;13;0;0;0;49.9484
jctools;;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.alignedPrimitiveArgs;limit=10000;5;50;50;50;50;50;327.3
jctools;;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArg;limit=10000;5;50;50;50;50;50;327.3
jctools;;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaseline;limit=10000;2;11;10;0;0;0;43.2932
jctools;;org.jctools.jmh.throughput.channels.SpscChannelThroughputTest.busy;capacity=32000;5;50;50;50;50;50;327.3
jctools;;org.jctools.channels.spsc.SpscProxyChannelBenchmark.tenMixedArgsBaseline;limit=1;5;10;25;16;26;23;160.92000000000002
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf40;;5;50;50;50;50;50;327.3
jenetics;;io.jenetics.util.SeqPerf.arrayList_set;;5;50;50;50;50;50;327.3
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160;;5;50;50;50;50;50;327.3
jenetics;;io.jenetics.util.SeqPerf.arrayList_contains;;5;5;33;5;25;5;130.9716
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf160;;5;47;5;50;9;50;228.5812
jenetics;;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10;;5;30;5;50;20;50;221.926
jenetics;;io.jenetics.util.SeqPerf.mseq_get;;2;5;5;0;0;0;31.092
jenetics;;io.jenetics.util.SeqPerf.arrayList_forLoop;;2;5;5;0;0;0;31.092
jenetics;;io.jenetics.util.SeqPerf.mseq_copy;;5;50;50;50;50;50;327.3
