project;benchmark;params;changeRateCov;meanCov;changeRateCi;meanCi;changeRateDivergence;meanDivergence
byte-buddy;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist;;0.0069735067333047684;2.2210127785557193E-4 ;7.457749518366974E-4;2.238277799559913E-4;0.05129765363825978;2.12187695756605E-4
byte-buddy;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline;;0.02662648502974274;7.12459935897467E-9 ;0.001991455399210418;7.334068136272895E-9;0.039277220234847254;7.032002407705044E-9
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib;;0.0015155759661710233;0.0015351698351714455 ;0.004521492528059556;0.0015305482383575356;0.0024484693930331147;0.0015412645550431053
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegatorWithTypePool;;0.11156028516270289;0.0010769831900760362 ;0.01439231107613681;9.828378017405239E-4;0.10210405825189395;0.001067821116223249
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool;;0.07978026503552593;0.006713547323458681 ;9.415147950264657E-4;0.00622336640628428;0.04097498056725235;0.006472274981192397
byte-buddy;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJavassist;;0.2755463554253683;0.0010104269542771387 ;0.08650325987490037;0.001274093568000004;0.2355715963789502;0.0010661814864459304
byte-buddy;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithPrefix;;0.00397638810635903;7.0711494137694285E-9 ;0.004507089272051346;7.074887218045633E-9;0.0053724450830234804;7.005304243395236E-9
byte-buddy;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddy;;0.10736285173396665;7.176146712027228E-4 ;0.012608314230571516;6.562100050005007E-4;0.16311065163500915;7.53741437631287E-4
byte-buddy;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithProxy;;0.020403323940246576;7.390695347674154E-9 ;0.020141872842525665;7.097029901666144E-9;0.010373156440653064;7.167783891946458E-9
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline;;0.004640712589678353;3.5878202562051634E-8 ;0.0033366602854907335;3.583163163163358E-8;0.008109702991275225;3.5422853712227914E-8
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxy;;0.1036919991479952;0.005881170397637386 ;0.014429958459764691;0.005405525678156248;0.03878195544423857;0.005535288550315329
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixWithTypePool;;0.12922060718282724;0.0011177839295436352 ;0.014149821837751375;0.00100387857411483;0.08584152820351454;0.0010748441912382491
byte-buddy;net.bytebuddy.benchmark.StubInvocationBenchmark.baseline;;1.7978809593266476E-4;5.002600780233421E-9 ;8.5964024705798E-4;5.00780156031141E-9;3.99980077973483E-4;5.0055016504944996E-9
byte-buddy;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJdkProxy;;0.00313489240870668;1.164948969381496E-8 ;0.003557400771774244;1.1654396318894352E-8;0.011832866765439487;1.1750499999998728E-8
byte-buddy;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkCglib;;0.006961171318287995;2.8718762515016686E-8 ;0.009393944967050372;2.878814577492941E-8;0.016393873762972078;2.8987785342410368E-8
byte-buddy;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkByteBuddy;;2.7968662335486894E-4;5.004201680671621E-9 ;2.0002000200003422E-4;5.004600460045354E-9;0.00115904957934454;5.011403421025654E-9
byte-buddy;net.bytebuddy.benchmark.TrivialClassCreationBenchmark.baseline;;0.021662208166245422;3.420402040204006E-8 ;4.7939252773498975E-4;3.346274627462563E-8;7.513602361519656E-4;3.350395039503781E-8
byte-buddy;net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithAccessor;;0.06955096976912123;3.1746922845992514E-8 ;0.001963414812830244;2.9624198717948443E-8;0.00294262994937744;2.959513318646068E-8
byte-buddy;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkCglib;;0.006409743612740604;5.7651295388611526E-9 ;0.006181601837608297;5.7664532906576384E-9;0.002144304085578419;5.789878987898306E-9
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefix;;0.1260375267129208;9.858960544217653E-4 ;0.010140934668546597;8.844234213106594E-4;0.05923802359129837;9.274101114557349E-4
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorWithTypePool;;0.13106097231113045;0.004016493486137509 ;0.012779220403583702;0.003596464948600002;0.08791720931124036;0.003863286322864571
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkJavassist;;0.043507157887099135;8.251288360836051E-4 ;0.004409441027810601;7.942132325232493E-4;0.009442936254103973;7.981933509403702E-4
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegatorWithTypePool;;0.0806376224447356;0.003974496945472777 ;0.06751554013353878;0.003926234998099424;0.018409637426328063;0.0037456274972491807
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegator;;0.12609521066725615;9.877095096528924E-4 ;0.023846318041776726;8.980259707824787E-4;0.05570327335981551;9.259680288057694E-4
byte-buddy;net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJavassist;;0.003956069725369549;1.5246144602444087E-8 ;0.0034310390662735113;1.523817145143611E-8;0.023805131059367213;1.5547573786894052E-8
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegatorWithTypePool;;0.08163139547777964;0.00665843726153537 ;0.0060097217456371865;0.00611892548053236;0.015998767174912;0.006254407996398074
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized;;0.12653789007540883;8.565658101810195E-4 ;0.02117124016700167;7.764500230069076E-4;0.02466226066145083;7.791044288857779E-4
byte-buddy;net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy;;0.005647195449233644;0.0011564130865432773 ;0.004039990896342327;0.0011582822343640603;5.814126204974901E-4;0.0011636568373023857
byte-buddy;net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegator;;0.05985987776986934;0.0024427037400440114 ;0.012741913247131809;0.0023341089808904406;0.11823415500868095;0.002577241397638568
jctools;org.jctools.jmh.collections.SetOps.remove;keyBound=2048&occupancy=512&size=1024&type=org.jctools.sets.OpenHashSet;5.982872330587696E-4;3.9925262631313924E-8 ;0.009444101333071608;3.95245573672092E-8;0.015967796766554798;3.926425285056969E-8
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.onePrimitiveArgBaseline;limit=1;0.003051174718559313;3.8534100000001534E-8 ;0.0025879216437745267;3.851630326065364E-8;4.165668641904485E-4;3.8432886577316965E-8
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.tenMixedArgs;limit=1;0.04879964380987645;2.4975709289617598E-6 ;0.006339774551832544;2.642350740537586E-6;0.011620277066494378;2.6562157790492963E-6
jctools;org.jctools.jmh.throughput.MpqThroughputBackoffNone.bothr;qCapacity=132000&qType=SpmcArrayQueue;0.001038925127542889;1.2947864786478597E-7 ;0.00663518413016051;1.2848604581374437E-7;0.0021048822132114786;1.2961652330466127E-7
jctools;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=1&qType=SpmcArrayQueue;4.557470071636649E-4;7.142756827048023E-7 ;0.0032145468621609385;7.168984796959204E-7;0.0015810474714987865;7.134715414624268E-7
jctools;org.jctools.jmh.throughput.QueueThroughputBackoffNone.tpt;qCapacity=132000&qType=SpmcArrayQueue;0.004261125708706959;1.4989908990899324E-7 ;0.030528434483018896;1.459447944794507E-7;4.8705807619209285E-4;1.5046724017205454E-7
jctools;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=100&qType=SpscArrayQueue;0.020157429943231886;1.2376131999999988E-6 ;0.006188060446706167;1.2206661332266485E-6;0.01801797862616783;1.2350177053115925E-6
jctools;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=10&qType=MpmcArrayQueue;0.022637643459280987;1.8937678071228456E-6 ;0.015086710073480614;1.8239080999999976E-6;0.009642143954334936;1.833990600000009E-6
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline;limit=10000;0.007790372151877056;3.622220000000348E-8 ;0.00899289443551532;3.6178300000003604E-8;0.009849870941950889;3.614701470147376E-8
jctools;org.jctools.jmh.latency.QueueBurstCost.burstCost;burstSize=100&consumerCount=1&qCapacity=132000&qType=MpmcArrayQueue&warmup=true;0.06844085582593396;2.2887409540954212E-5 ;0.00696938832658911;2.474015839999997E-5;0.047632880034490066;2.339863919999994E-5
jctools;org.jctools.jmh.throughput.MpqThroughputBackoffNone.pr;qCapacity=132000&qType=MpscArrayQueue;0.4105754860013068;6.740232205956399E-8 ;0.2819937883564845;8.210599452277105E-8;0.32318009608429143;7.739622641509424E-8
jctools;org.jctools.jmh.throughput.MpqThroughputBackoffNone.cr;qCapacity=132000&qType=SpmcArrayQueue;0.007069765097775349;1.5337605042017186E-7 ;0.01862917604787473;1.5513654096229216E-7;0.01847436094960042;1.4948569713943253E-7
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.noArgsBaseline;limit=128000;0.005373524824011655;3.817443488697919E-8 ;0.005197478169773895;3.8167750325099114E-8;1.6058955831010913E-4;3.7976497649766384E-8
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneObjectArg;limit=1;0.014473371555276726;1.1669721833099798E-7 ;0.07165612330988136;1.2327508252475592E-7;0.06366037573726269;1.2235531318791178E-7
jctools;org.jctools.jmh.throughput.QueueThroughputBackoffNone.tpt;qCapacity=132000&qType=MpscArrayQueue;0.0725274927487427;1.519627888366529E-7 ;0.018981544589241617;1.669561912382513E-7;0.03991718904579844;1.5730586117223766E-7
jctools;org.jctools.jmh.collections.SetOps.remove;keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet;8.897410726154131E-4;3.616604981494701E-8 ;0.0011205726219984946;3.609340934093719E-8;2.795159116486534E-4;3.6123800000003304E-8
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneObjectArg;limit=128000;0.05556532852267215;2.9422290191028125E-7 ;0.010493641113119123;3.148024743576194E-7;0.02951535148450557;3.0233833865814693E-7
jctools;org.jctools.jmh.baseline.SingleThreadedOffer.offerLoop;qType=MpscArrayQueue;0.1649637949238687;1.004439999999866E-8 ;0.16455643585763313;1.0049299999998689E-8;0.16453980895697262;1.0049499999998663E-8
jctools;org.jctools.jmh.throughput.MpqDrainFillThroughputBackoffNone.normal;qCapacity=132000&qType=SpscArrayQueue;0.3078980112372032;1.3138748317631194E-6 ;0.21781758847401245;1.4848819986616116E-6;0.31798184705794297;1.294731846614088E-6
jctools;org.jctools.maps.nbhm_test.jmh.ConcurrentMapThroughput.randomGetPutRemove;implementation=NonBlockingHashMap&readRatio=50&tableSize=100000;0.019856237137871657;2.24832449204284E-7 ;0.0089092966210228;2.2734353741496617E-7;0.01339638314489544;2.263142571285642E-7
jctools;org.jctools.jmh.throughput.channels.ChannelThroughputBackoffNone.tpt;capacity=132000&type=Mpsc;7.368108459619993E-4;6.434217133674545E-8 ;0.008902980303475028;6.496287377081851E-8;0.012401369805135287;6.518813372151183E-8
jctools;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=100&qType=SpmcArrayQueue;0.013300603131754851;2.3769850985098594E-6 ;0.013261411052123195;2.4409736973697377E-6;0.029735963391673503;2.337391878375679E-6
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.noArgsBaseline;limit=1;0.02178541535884193;3.9072714542908855E-8 ;0.0010703042474166091;3.819871987198817E-8;6.649252495909419E-4;3.821422142214307E-8
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline;limit=10000;0.002611368706759598;3.880908090809097E-8 ;8.71500611719922E-5;3.890730000000031E-8;1.7195965743554975E-4;3.8904000000000406E-8
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.unalignedPrimitiveArgs;limit=1;0.04071903025293788;1.1766175733894443E-7 ;0.016365793668635886;1.1120785335069494E-7;0.05045989807301354;1.0735323733762795E-7
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.unalignedPrimitiveArgs;limit=10000;0.005395174075574882;3.2833470324625557E-6 ;0.017188172411445546;3.357898212728864E-6;0.012007621007663172;3.3407963973799195E-6
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.tenMixedArgsBaseline;limit=10000;0.014272645537726336;3.7605400000001476E-8 ;0.01267368983928463;3.766640000000146E-8;0.013280131103016957;3.7643264326434196E-8
jctools;org.jctools.jmh.collections.SetOps.contains;keyBound=2048&occupancy=512&size=1024&type=org.jctools.sets.OpenHashSet;0.010847633487387709;3.7912000000001286E-8 ;0.0031221635642924017;3.82081000000013E-8;0.013420667955821086;3.78133813381351E-8
jctools;org.jctools.jmh.latency.QueueBurstCost.burstCost;burstSize=100&consumerCount=1&qCapacity=132000&qType=MpscArrayQueue&warmup=true;0.01131786492402087;1.6493381200000063E-5 ;0.015385411179599462;1.6057882800000028E-5;0.00942519352925597;1.615508680000004E-5
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.noArgs;limit=1;0.012372286979682734;7.715467733866701E-8 ;0.016275211024338265;7.745212606303017E-8;0.015432105577100286;7.738787151005522E-8
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.onePrimitiveArgBaseline;limit=10000;0.011835038116121188;3.666020000000252E-8 ;0.013185047605686284;3.670911273382275E-8;0.0019245768314584133;3.630113011301337E-8
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline;limit=128000;0.030898415586951278;3.669696969697126E-8 ;0.029346102140932584;3.6755751150231655E-8;0.0240289510769236;3.6957095709572495E-8
jctools;org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll;;0.006146398487713922;3.4446599999997593E-8 ;0.009736575184617235;3.4569513902778956E-8;0.016965365410409827;3.4816999999997055E-8
jctools;org.jctools.jmh.collections.SetOps.contains;keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet;2.3157286852271142E-4;3.76956391278274E-8 ;1.7506352684171222E-4;3.769776977697929E-8;0.004599396296081859;3.75309530953111E-8
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.noArgsBaseline;limit=10000;3.116833768460614E-4;3.6836000000001826E-8 ;0.008209929486088008;3.715000000000121E-8;0.00536589602591242;3.704520452045324E-8
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.unalignedPrimitiveArgsBaseline;limit=1;0.013577709917678038;3.821242124212564E-8 ;0.015324757268558309;3.81447434230283E-8;3.846312702625587E-4;3.872350000000069E-8
jctools;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=1000&qType=MpmcArrayQueue;0.02578101258148524;1.2315276799999982E-4 ;0.020128198166829647;1.2386735039999987E-4;0.024185541171663494;1.2335445440000016E-4
jctools;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=1000&qType=SpscArrayQueue;0.010641008858867651;6.814363599999993E-6 ;0.003300920173820332;6.910390800000017E-6;0.027504280411715598;6.698215200000007E-6
jctools;org.jctools.jmh.throughput.channels.ChannelThroughputBackoffNone.tpt;capacity=132000&type=Spsc;0.05524808005663495;4.7814114114112706E-8 ;0.045374718251068646;5.2906657309001694E-8;0.07794011878783591;4.666566476304862E-8
jctools;org.jctools.jmh.baseline.BaselinePingPong.pingpong;;0.012794210023384323;1.5159129564782507E-7 ;0.015954980609989677;1.5600590413289354E-7;0.023444430766155988;1.4995589117823587E-7
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.tenMixedArgs;limit=1;0.07775740834992773;1.5957963760136047E-7 ;0.015653667662905324;1.4574859775640758E-7;0.10258404503204344;1.6325562781390593E-7
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneObjectArg;limit=1;0.033525618687143655;2.4751248924268643E-6 ;0.03589729275482445;2.469051074398014E-6;0.009610363905971697;2.5855954298150152E-6
jctools;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=1&qType=MpscArrayQueue;0.0047742773903525215;4.66640728145634E-7 ;0.008248579172444703;4.6501169999999686E-7;0.002026935190494017;4.679289000000004E-7
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneObjectArgBaseline;limit=1;1.1863787913402035E-4;3.8089126738022585E-8 ;0.0015362072225325596;3.802610261026226E-8;0.0010767725467900613;3.8043600000001255E-8
jctools;org.jctools.jmh.throughput.MpqThroughputBackoffNone.cr;qCapacity=132000&qType=MpscArrayQueue;0.04460779255881864;7.937439516128898E-8 ;0.03686338968592584;7.878593765762107E-8;0.022092966629845057;7.76636088709662E-8
jctools;org.jctools.jmh.throughput.MpqDrainFillThroughputBackoffNone.normal;qCapacity=132000&qType=MpscArrayQueue;0.018487839968013398;2.240691519635775E-7 ;0.0746702412697191;2.1124328639861051E-7;0.2929799624566569;2.9517405437352883E-7
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.onePrimitiveArg;limit=1;0.02509722734132369;6.556218706188738E-8 ;0.0027226516723177774;6.743307322929192E-8;0.011438494620419792;6.801921344941575E-8
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline;limit=128000;0.004834952950789284;3.892670000000068E-8 ;5.209358699029831E-4;3.913620000000031E-8;0.010009442183839923;3.950735073507278E-8
jctools;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=10&qType=SpmcArrayQueue;6.784967917805584E-5;1.0213062000000096E-6 ;0.014924664649465624;1.0061318131813246E-6;0.014351724708493996;1.0067170000000045E-6
jctools;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=1000&qType=MpscArrayQueue;0.012284303940549357;5.3876847999999855E-5 ;0.0067510010702163115;5.35823488E-5;0.016471062156539373;5.4099679999999815E-5
jctools;org.jctools.jmh.throughput.MpqThroughputBackoffNone.nor;qCapacity=132000&qType=SpmcArrayQueue;0.07174847214800661;1.6149979991996968E-7 ;0.0267177739789497;1.6933436687337716E-7;0.07592558223616186;1.6077305461092417E-7
jctools;org.jctools.jmh.throughput.MpqThroughputBackoffNone.nor;qCapacity=132000&qType=MpscArrayQueue;0.03505019732061421;9.372671693498936E-8 ;0.22121148529257928;7.564465059998148E-8;0.16148122028486434;8.144632196701538E-8
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.unalignedPrimitiveArgs;limit=1;0.0325699577591958;3.303646774370817E-6 ;0.00786517716840407;3.3880103615520315E-6;0.02617998490754725;3.3254676940011084E-6
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.tenMixedArgs;limit=10000;0.06927294081591207;2.536623985279794E-6 ;0.005935771593095662;2.741599463231344E-6;0.0321223877274901;2.6378749192680177E-6
jctools;org.jctools.jmh.throughput.MpqThroughputBackoffNone.pr;qCapacity=132000&qType=SpmcArrayQueue;0.0013653212319622021;1.3236204481792837E-7 ;0.008063901476417668;1.314741948389682E-7;0.021955632155009286;1.2963294306014285E-7
jctools;org.jctools.jmh.collections.ConcurrentSetThroughput.rw;implementation=ConcurrentHashSet&readRatio=75&tableSize=100000;0.14745316884452397;2.2420134228187944E-7 ;0.0333566585687487;1.8887283641820927E-7;0.007128343452474484;1.9399759759759782E-7
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline;limit=1;0.023215157823310406;3.8544754475448864E-8 ;0.023301823922374343;3.854801920768453E-8;0.022757117784963254;3.852750000000152E-8
jctools;org.jctools.jmh.throughput.MpqDrainFillThroughputBackoffNone.normal;qCapacity=132000&qType=MpmcArrayQueue;0.20942331255767133;5.906673943552281E-8 ;0.6763446684158096;1.252455521472325E-7;0.16568271376084565;6.233475200523866E-8
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgs;limit=1;3.8999915114945605E-4;2.5486464039189396E-6 ;0.014380002485358867;2.5863046021410438E-6;0.007681826720808194;2.530054863120402E-6
jctools;org.jctools.jmh.throughput.QueueThroughputBackoffNone.tpt;qCapacity=132000&qType=MpmcArrayQueue;0.04959518073669966;1.9175983188231768E-7 ;0.07237406798212898;1.6947619047619118E-7;0.026884949960978344;1.7778700000000032E-7
jctools;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=1000&qType=SpmcArrayQueue;0.004521098350626307;1.236238399999998E-5 ;0.006897291436305242;1.2221860799999997E-5;0.0015758514193529027;1.2287350399999986E-5
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.onePrimitiveArgBaseline;limit=128000;0.009957627709618944;3.920222022202223E-8 ;0.00975408150330459;3.9194319431943154E-8;1.2128733925209634E-4;3.88110000000007E-8
jctools;org.jctools.jmh.collections.ConcurrentSetThroughput.rw;implementation=NonBlockingHashSet&readRatio=75&tableSize=100000;0.009952204239529028;1.661574416975276E-7 ;0.003052612142846023;1.650223200880802E-7;0.005856636986183661;1.6548363854698303E-7
jctools;org.jctools.jmh.latency.MpqBurstCost.burstCost;burstSize=100&consumerCount=1&qType=SpmcArrayQueue;0.005586954914180153;2.509257199999987E-6 ;0.0074277017931776435;2.542097800000007E-6;0.008102941479504522;2.502908472541772E-6
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.onePrimitiveArgBaseline;limit=1;0.015654127144331786;3.753390000000194E-8 ;1.2708506514491624E-4;3.696009201840625E-8;4.1946649274948733E-4;3.69398939894015E-8
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgs;limit=128000;0.08551719713834949;6.848430001371314E-8 ;0.03961000116236657;7.19222238020768E-8;0.015605350416790342;7.371989752348536E-8
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgs;limit=128000;0.06706588132912716;2.312250509165008E-7 ;0.04091123956916409;2.377074040126296E-7;0.01418850060129584;2.443305583756372E-7
jctools;org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost;burstSize=100&qType=MpscArrayQueue;0.020496178128793563;5.652045400000009E-6 ;0.009859046165036411;5.713425000000031E-6;0.0180023378335763;5.666435643564338E-6
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.noArgsBaseline;limit=1;2.431834332663474E-4;3.702550510102258E-8 ;0.003990466624608668;3.7164216421643416E-8;8.511420164217798E-4;3.69849969994022E-8
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline;limit=1;0.008767215833179964;3.9419999999999714E-8 ;0.009754999053141145;3.9458599999999425E-8;5.066867294123423E-4;3.9097200000000146E-8
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.onePrimitiveArg;limit=1;0.01936333282785352;2.5327059413666295E-6 ;0.016755985711117583;2.442964031180407E-6;0.00409669025299908;2.474417264573987E-6
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.onePrimitiveArg;limit=128000;0.024700723312026662;7.116158578263988E-8 ;0.015477457779730974;7.052106491011515E-8;0.06479954796398046;7.394629734313336E-8
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaseline;limit=128000;0.06514213543834635;4.440234023402452E-8 ;0.0051653142181073974;4.190210000000135E-8;0.004358672171680622;4.186847369474044E-8
jctools;org.jctools.jmh.throughput.MpqThroughputBackoffNone.pr;qCapacity=132000&qType=SpscArrayQueue;0.08797675774724922;4.495527925398256E-8 ;0.10548995357810442;4.409202207726733E-8;0.08443482536725466;4.512986752307982E-8
jctools;org.jctools.jmh.collections.SetOps.sum;keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet;0.002790821783404507;4.819153115311533E-6 ;0.00853526535808491;4.764722872287243E-6;6.566793901081613E-4;4.808896979395887E-6
jctools;org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArg;limit=1;0.019362564335341892;1.137534520712419E-7 ;0.027098887814634987;1.1285604241696644E-7;0.05057165363824889;1.1013321332133213E-7
jctools;org.jctools.channels.mpsc.MpscProxyChannelBenchmark.alignedPrimitiveArgs;limit=1;0.028372760671507513;3.253647744774478E-6 ;0.023365134216394412;3.270416575312424E-6;0.012572681836253263;3.306556811944222E-6
jctools;org.jctools.jmh.throughput.MpqThroughputBackoffNone.pr;qCapacity=132000&qType=MpmcArrayQueue;0.13392812271142385;2.387185874349737E-7 ;0.06229474914687083;2.928042216886745E-7;0.16318479901659577;2.3065446178471226E-7
jctools;org.jctools.jmh.throughput.IntrusiveQueueThroughputBackoffNone.tpt;;0.08698732548064836;2.212196098049033E-7 ;0.020198154802589574;2.4719025707712416E-7;0.05236447092766383;2.2960860000000144E-7
