project;benchmark;params;changeRateCov;forksCov;changeRateCi;forksCi;changeRateDivergence;forksDivergence
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testDirectSingleGetShort;size=10;0.23754630866380222;5;0.03304079292245343;5;0.11188069156859148;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.chain.ChainLambdaCap1.call8;;0.0017935360355039176;5;0.025360966666130857;2;0.0031238384172644906;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=SHA-224&length=1024&provider=SUN;0.0010678137976332103;4;0.002859109550779726;2;0.0013725137828803913;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.StringBuilders.toStringCharWithInt8;;0.006303893326023546;5;0.00764019964937801;2;0.011961120515890267;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.RandomNext.testNextInt128;;0.004211637773342658;2;0.0039048908243713987;2;0.004426483052120456;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandlesFilterArgs.testInvoke_M2;;0.007702343026183889;3;0.004848944559115331;5;0.007351055949926577;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdAutoSurplus.test;size=10000000&threshold=6&workers=0;0.031723317000002194;2;0.0030277682530728267;5;0.028899686564912264;2
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.chain.ChainMrefBound.call8;;0.001615836411846594;5;0.018929843967628535;2;0.004692402035725407;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.Maps.testConcurrentHashMap;;0.10241026735011749;2;0.003377154326285048;5;0.12878952130418275;2
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.Crypto.decrypt;cipherName=DES&length=64;2.1012035177814248E-4;3;0.006455198043836985;2;0.005325383422670971;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.StringBuilders.toStringCharWithChar1;;0.004676012414492781;4;0.010988083604329457;2;0.00461020242348642;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.GetStackTrace.depth2;;0.03356365433908315;2;0.0064060353354664645;2;0.025232370631894874;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyAligned.testInt;length=5;6.114846342519797E-4;5;9.913654928304094E-4;2;6.162017282950183E-4;2
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.full.MacBench.mac;algorithm=HmacSHA1&dataSize=1024;4.0899031643126804E-4;5;4.2147616757404194E-4;2;0.0026185662717574942;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.GregorianCalendars.testConstructor;;0.0016090234843429974;4;0.00393863918038817;2;0.010550726947518463;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.reflect.GetAnnotation.doReflection;;0.01321170057290555;4;2.3480176969969957E-4;5;0.0067653678143451135;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.tasks.PrimesFilter.t10000.Lambda.bulk_parseq_lambda;;0.3147285849564029;2;0.31491833211419873;2;0.31448398986447934;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandlesInvoker.testInvoker;;0.008825196530728774;4;0.006871891485603188;2;0.009661837583004207;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyAligned.testChar;length=5;0.0013492074107289698;2;0.0021714023145742445;2;7.295251933991942E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.DivRem.testLongDivConstantDivisor;;0.001534830038534718;2;9.351650924755983E-4;2;4.137646234934067E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testChar;length=300;2.1198862871651958E-4;3;0.008300989283160809;2;0.007851181630764814;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.LookupDefaultFind.testStaticGetter;;0.003124850552357339;5;0.029707667128958115;2;0.008131280122002149;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.Reducers.par_reduce_base;size=100000;0.015331463265300327;2;0.003519757638708265;5;0.025391997381965736;2
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.invoke.Function1.mrefLL_II;;0.014206937285374588;2;0.0034326555460839625;5;0.01682417796893798;5
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.full.SecureRandomBench.nextBytes;algorithm=NativePRNG&dataSize=64&shared=true;0.00585767494236622;3;0.0027708343961558857;2;3.509202227209851E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.ref.FindAny.seq_invoke;size=100000;0.004538650690365964;5;3.675311305144646E-4;5;0.005111918947763527;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testSinglePutLong;size=10;1.2985244848429112E-4;4;0.0019480420148743072;2;0.011696138575381099;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandlesFilterReturn.baselineRaw;;9.24496993689683E-4;5;2.6847384820560816E-4;5;9.8440411009304E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.full.AESBench.decrypt;algorithm=AES_CBC_PKCS5Padding&dataSize=16384&keyLength=128;0.015438498155484925;4;0.0065303728385675;4;0.01650527268379043;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testDirectSinglePutInt;size=10;0.4723752084896319;3;0.019519241298247225;5;0.17881809737069077;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.tasks.IntegerDuplicate.Bulk.hm_seq;;0.005353803013579572;4;5.16443713762138E-4;2;0.0010131469518905867;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdAutoQueued.baselineRaw;size=10000000&threshold=8&workers=0;9.062997355064883E-4;2;6.568614418118734E-4;2;0.0012015173421968672;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.tasks.IntegerSum.Bulk.hm_par;;0.005106294181643656;4;0.008294534805915244;4;0.007273079734611332;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.ref.Filter.par_chain_123;size=100000;0.054428862675754974;3;0.004178239736874367;3;0.05329329920467463;4
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.invoke.Morph0.inner4;;0.05447185313116565;3;0.006004731908432204;2;0.046196004831742465;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandleAsCollector.baselineMHCached;;0.054164402468146466;3;0.0011870327873972908;5;7.915573479737592E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodTypeDropParams.testDrop_A2;;0.0030293221246360247;3;0.016123840402201495;2;0.006353657130851786;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.value.ForEach.seq_chain111;size=100000;1.9170269367707604E-5;2;3.140338370424267E-4;2;3.285149757750183E-4;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.value.Sorted.seq_chain;size=100000;0.0818268555226791;5;0.0149620156924406;5;0.0542815657159228;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyAligned.testLong;length=70;0.008030459368080445;2;0.007636486674619913;2;0.005868483826021009;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.StringHashCode.cached;;0.006763644774585353;3;0.00676973705969397;2;0.005603234661807344;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedSrc.testLong;length=5;0.001425722382306427;2;7.23615560878077E-4;2;4.483270322840349E-4;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testDirectSinglePutChar;size=100000;0.34563681771977073;4;0.05062558403987194;5;0.17925353530985555;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=SHA-1&length=1024&provider=DEFAULT;4.457180300869723E-4;2;7.307737724218111E-4;2;0.002913796405880742;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lang.LockUnlock.testSimpleLockUnlock;innerCount=100;3.2935954738966267E-5;5;0.0016183244324067259;2;4.957419733451207E-4;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testBulkGet;size=100000;0.02506471350003614;5;0.009327448996967025;2;0.004643335400254411;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testDirectBulkPut;size=100000;0.5313607662554674;5;0.008227449409460075;5;0.3509175311363941;3
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.capture.Capture2.inner;;0.07092713739947976;3;0.004985169500327791;5;0.010649644398873725;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.AnyMatcher.seq_filter_findAny;size=100000;3.574896408693462E-4;3;1.2576182806389724E-4;2;2.0111911392051152E-4;2
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.Multiplication.testLongSmallVariableSmallConstantMul;arraySize=500;0.013001078698478552;2;0.01055958670168844;2;0.002052789287104506;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testBulkPut;size=100000;0.055263966447779644;5;0.005597796419579915;5;0.00749456046421515;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.AtomicIntegerUpdateAndGet.testAddAndGet;;0.011157682434350669;2;3.068230072080791E-4;5;0.002594973634014286;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testDirectSingleGetFloat;size=100000;0.16299970989018353;2;0.023246992713757075;5;0.04888669589580297;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.ForkJoinPoolThresholdStatic.test;size=10000000&threshold=500&workers=0;0.039550813372462024;5;0.0051525839191686185;5;0.12477665275615712;4
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.capture.Capture0.inner_2;;0.0014757816797548173;4;0.008781616396239866;2;0.006737969924966114;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.ops.value.NoneMatchShort.seq_mid;offset=100&size=100000;0.3530082273394505;4;3.4905710221933006E-4;5;0.0016135283727420902;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.StringBuffers.appendAndToString;;0.019540948517432155;4;0.02397359713174707;2;6.853467648051392E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.stream.pipeline.PipelineParMultiple.bulk_foreach_named;size=100000;0.033201542303082476;4;0.019116268997447117;5;0.018063185027176187;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testSingleGetLong;size=10;0.0043865500712627625;5;0.009033100160717455;2;0.0036102254617560448;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandlesSpreadInvoker.testInvokerCached;;0.004025748269623763;3;0.002147411213755057;2;0.0032704457353821548;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testSinglePutChar;size=1000;0.005583097598781395;2;0.001965648946988585;2;0.01722031921101319;4
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedBoth.testInt;length=10;0.004901393117644259;3;0.0026070067062330393;2;2.9286292969965544E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.ForkJoinPoolForking.testExplicit_Async;size=10000000&threshold=10&workers=0;0.040753995593237;2;0.002296243779283058;5;0.024687256298501326;4
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.invoke.Morph2.lambda4;;0.12563480741808086;2;0.2859343794580794;2;0.28601997146949143;2
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.CopyLoop.testInlineCharAtLoop;;0.011504691565672687;2;4.160928019955046E-4;5;7.963502566421532E-5;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandlesThrowException.baselineRawCached;;1.7205464309055785E-4;4;2.8257684188881527E-4;2;0.0018035361291792729;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testSingleGetFloat;size=100000;0.004692429830763567;4;0.005795419980425098;2;0.02254303223877807;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopy.arrayCopyObjectSameArraysBackward;;6.033082507372889E-4;2;8.486094076316508E-4;2;1.983490807627719E-4;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopy.arrayCopyNonConst;;0.016964756726057684;2;0.017515115854408903;2;0.0011260804285255777;5
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.Crypto.encrypt;cipherName=DESede&length=1024;0.005842535829763573;2;0.005389793747548444;2;0.005805646831575917;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.ArrayCopyUnalignedDst.testChar;length=3;8.897079681191578E-5;5;0.0048297075023757685;2;9.432675540392843E-4;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.nio.ByteBuffers.testDirectSingleGetShort;size=100000;0.23562876581739622;5;0.013600976893733852;5;0.022583603920376283;5
jmh-jdk-microbenchmarks;org.openjdk.bench.javax.crypto.full.AESBench.encrypt;algorithm=AES_ECB_PKCS5Padding&dataSize=16384&keyLength=128;0.009934275850166374;3;0.0021987053194456596;5;0.012361227666325414;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandlesFilterArgs.baselineRawConvert;;0.008344480957334088;2;0.008425610740447675;2;0.0014961990427505567;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=SHA-512&length=64&provider=SUN;0.011435064013585183;5;0.0234566384848931;3;0.014239033665411682;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.security.MessageDigests.digest;digesterName=SHA-1&length=16384&provider=SUN;1.447147109971958E-4;2;5.687399035585461E-4;2;1.1338758006296246E-4;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.math.BigIntegers.testSmallToString;;0.01909963848990448;4;0.0082251574859451;2;0.013563741834124565;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.compiler.CopyLoop.testInlineAndUnrollCharAtLoop;;0.011959726406765014;2;0.011861366638055149;2;0.011138422338038634;2
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.ZipFind.testThreeExisting;;9.416280449101588E-4;5;0.002349879659221177;5;0.014443244231339136;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.lang.invoke.MethodHandleConvertReturnReference.baselineExact;;0.0018006195809080472;2;0.002666160935237194;2;0.004758395038877317;3
jmh-jdk-microbenchmarks;org.openjdk.bench.java.math.BigDecimals.testConstructorWithDouble;;0.0013196311680903072;2;0.0014259618513530192;3;0.01466423063535971;5
jmh-jdk-microbenchmarks;org.openjdk.bench.vm.lambda.capture.Capture0.inner_this_4;;0.011898622035260376;3;0.009923338145877647;2;0.003185370175978419;5
jmh-jdk-microbenchmarks;org.openjdk.bench.java.util.concurrent.ForkJoinPoolRawCallable.baseline_raw;batchSize=1000&workers=0;0.004668794614451688;3;0.010023656056613595;2;0.0035136809991096474;5
log4j2;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50&threadContextMapAlias=CopyOpenHash;0.04632853705530593;5;0.0029621578869627463;5;0.05749542701293775;4
log4j2;org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark.byteArrayMCD;;0.0026162579345043735;2;0.004213610399887435;5;0.016672255708180872;4
log4j2;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.slf4jDebugStringConcatenation;;0.0037109292418731066;2;0.003097003907661433;4;0.00349886076803263;5
log4j2;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONTEXT&queueFullPolicy=ENQUEUE;0.17951472761895837;5;0.008466504432589117;5;0.009121558053453827;3
log4j2;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughputSimple;;0.041156687578089324;5;0.013556215921424641;5;0.026281837255168528;4
log4j2;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxDouble;;0.003768937854007004;2;0.00803448213483593;5;0.005080269118612368;5
log4j2;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyStringFormatString;;0.019090054224306985;2;0.0026864129869058617;5;0.01027650797443469;5
log4j2;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueHashContextData;count=5&length=20;0.048930351581455866;3;0.0011067242374738218;5;0.004818046113573171;5
log4j2;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackSimpleMarker;;7.631891289893167E-4;4;9.909231087013026E-6;2;6.065257505083466E-4;3
log4j2;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=5&threadContextMapAlias=CopySortedArray;0.00182575620682357;5;9.88485224872937E-4;5;0.016067270863932892;5
log4j2;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput10Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.0770910398821929;2;0.023084868122887903;5;0.007312105237688993;5
log4j2;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500&threadContextMapAlias=CopySortedArray;0.006548607570120657;4;0.0029580330699736646;5;0.022841454845662357;5
log4j2;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50&threadContextMapAlias=Default;0.009559267083069312;5;2.1289041440475387E-4;5;0.0107121643826944;5
log4j2;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=5&threadContextMapAlias=NoGcSortedArray;0.050831780136459725;4;0.20811088680901468;2;0.0015494461497393974;5
log4j2;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput10Params;;0.01941780008269056;3;0.031542194689183845;5;0.0013651627228831176;3
log4j2;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putAllMap;count=5&length=20;0.011517686880419875;5;0.005614675416234061;5;0.007982594504987839;5
log4j2;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput4Params;;0.006625833241708401;4;0.03893051122560609;5;0.03729575095294568;5
log4j2;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fixedFormatReuseStringBuilder;;0.023381352212080264;5;0.0035454450084191347;2;0.018765665210535243;3
log4j2;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500&threadContextMapAlias=CopySortedArray;0.011239054693207295;2;0.001812465002845487;5;0.00845644611285401;5
log4j2;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createSerializableLogEventProxyWithoutExceptionWithLocation;;0.00581375532783257;5;0.007706634086385056;2;0.00610501245600692;2
log4j2;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=500&threadContextMapAlias=Default;0.00899045590350156;2;0.009283293370790036;2;0.006487571567733497;3
log4j2;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput3Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.02899621424094012;2;0.001921872588942497;5;0.014893150501140706;4
log4j2;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=5&threadContextMapAlias=NoGcSortedArray;0.0036533872801176592;3;0.0019100788991512907;5;0.012436255713523359;5
log4j2;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONTEXT&queueFullPolicy=ENQUEUE_UNSYNCHRONIZED;0.17503134001025278;5;0.07044018298597854;5;0.12170468947556301;5
log4j2;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput11Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.0046495491061961935;5;3.488463222085514E-4;2;0.01467538754507669;2
log4j2;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50&threadContextMapAlias=CopyOpenHash;0.003059609843175992;2;0.003696793309018842;2;0.004052476572940278;4
log4j2;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersRetryAfterReconfig;;0.0023519992686218405;2;8.263518527872327E-4;3;0.0049618556850585804;4
log4j2;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput1Param;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.012163063844298438;5;0.014167269339922628;5;0.013656680196657112;5
log4j2;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.slf4jMDCFilter;size=0;0.0012888427381626544;2;0.0014196650838913527;2;0.0029526816608480555;5
log4j2;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=50&threadContextMapAlias=NoGcSortedArray;0.013176283588868687;2;0.0031105201318815112;5;0.0034137790303929716;5
log4j2;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putHashContextData;count=500&length=20;0.005694264024123097;2;9.059321785835905E-4;5;0.009056623961676058;5
log4j2;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput8Params;;0.06182092223263336;2;0.008068372214598996;5;0.03666658099683695;4
log4j2;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput6Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.023737458891993413;5;0.006752326290802468;5;0.03451873133733918;5
log4j2;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.fixedFinalClock;;0.002764714610583474;2;0.0011046470219540083;5;0.0017164250151180394;5
log4j2;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.baseline;;0.009817069637551024;2;0.009401920768304928;2;0.009561726106868118;2
log4j2;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArraySet3Element;;0.0022116805916163607;2;0.004429881848136308;2;4.270554306706753E-4;4
log4j2;org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark.threadLocal;;0.0020420532577105632;5;0.02721075696117703;2;0.011652453711654687;5
log4j2;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughputSimple;;0.012376445069314679;3;0.09072571045750177;5;0.00883716427764314;3
log4j2;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.systemClock;;3.957357061770139E-4;3;0.0037297011249439738;2;9.589484894010347E-4;5
log4j2;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50&threadContextMapAlias=CopySortedArray;0.13139092449455592;2;0.0029853857256638694;5;7.692056246910717E-5;5
log4j2;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.iso8859_1CustomPortedJDK8CopyArray;;0.02317384600995931;3;3.9411175447989777E-4;5;0.017203597570712548;4
log4j2;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateHashContextDataTriConsumer;count=5&length=20;0.007501347603149577;2;0.0020676119737836895;5;0.00698376356544772;5
log4j2;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputHSQLDBMessage;;0.011116866357080202;5;2.8120415334220716E-4;5;0.003678084081450317;5
log4j2;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testThroughputH2Exception;;0.02595516813448895;3;0.04564953980755648;5;0.0691715915815726;5
log4j2;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput7Params;;0.00252696459123003;4;0.030796853141095593;5;0.017282221247716167;5
log4j2;org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark.refactoredFormatTo;;0.0013090643272767322;4;0.0020858010368998148;2;0.010298248095004903;3
log4j2;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.getSourceLocationOfLogEvent;;0.010759731505567638;2;9.720808442581497E-4;5;0.03713400625482621;5
log4j2;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.shiftJisStringGetBytesCharSet;;0.021231204738870746;5;0.00866128469220706;5;0.019383997801236008;5
log4j2;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50&threadContextMapAlias=Default;0.005634251668181767;2;0.00298205624768888;2;0.005673183773444168;2
log4j2;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.baseline;;0.004042372198423183;2;0.00484362916390646;2;7.42937033683555E-4;5
log4j2;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.complexLog4j2ThrowableAsync;;0.006910857103972212;5;0.020511186838457984;5;0.005154366614807282;5
log4j2;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testResponseTimeHSQLDBException;;0.005724910006393857;5;0.0016681566964988903;5;0.005026991627559152;5
log4j2;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput4Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.004654802042351802;2;0.0010303229508821232;5;0.0015458895191401423;3
log4j2;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j2File;;0.01924366313968373;5;0.002336982687653477;5;0.00698192280752552;5
log4j2;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputStringFormatDouble;;0.005184814470245991;5;0.009808500360894756;5;0.0011291137804940732;5
log4j2;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput3Params;;0.18686070761330853;3;0.01966831611024511;5;0.031003980363905836;4
log4j2;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.locationLocatorGetMethod;;0.017400625992094465;2;0.009663894609317936;2;0.02214946108122029;5
log4j2;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param1Log4j2File;;5.674268499336055E-4;4;0.029360091447398595;5;0.02741681055990486;5
log4j2;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput4Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;1.738954239289825E-4;3;0.006266059006776681;5;0.009657562563242017;3
log4j2;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedString;;0.002691909070713372;4;0.024829059681329646;5;0.0017974680371769525;5
log4j2;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput9Params;configFileName=perf5AsyncApndDsrptrNoLoc-noOpAppender.xml;0.013388748625469571;5;0.006257476218261782;5;0.012601507207836926;5
log4j2;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=5&threadContextMapAlias=NoGcSortedArray;0.01608307314349866;2;0.01537044721686709;2;3.3801167373592733E-4;5
log4j2;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test10_getMessageUsingReflection;;0.01188674799683298;2;0.008208598340805562;2;0.007158228352535323;5
log4j2;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyBaseline;;0.007723760645195865;3;0.006428097418010981;2;6.226500503292431E-5;5
log4j2;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.baseline;;0.011175078225576174;3;4.169957182434958E-4;5;1.0911436380500739E-4;5
log4j2;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500&threadContextMapAlias=CopyOpenHash;0.012922610930307332;3;0.004654625614820107;5;0.011037544023446033;5
log4j2;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=50&threadContextMapAlias=CopySortedArray;0.009092542700007922;5;0.001716404822573958;5;0.00785669687768098;5
log4j2;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testResponseTimeH2Exception;;0.003949220868274539;5;1.6703642252180462E-4;5;0.0011833064484587652;5
