project;commit;benchmark;params;percentage;cov;ci;divergence
;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableDedicated;count=100000;1.005552741;0.05313493;0.007914969;0.99573516
;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableDedicated;count=1000000;0.98373274;0.015909626;0.005689656;0.992095302
;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=1;0.892312782;0.145204466;0.010106852;0.999163515
;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=10;0.98454929;0.120218809;0.011640301;0.999368702
;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=100;0.895867044;0.207672539;0.018037507;0.999367913
;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=1000;0.993058665;0.11559216;0.009869652;0.998646797
;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=10000;0.999401077;0.043775435;0.004500394;1
;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=100000;0.898874948;0.02530157;0.002579865;0.998034306
;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=1000000;0.997799809;0.017272654;0.001421284;0.999671988
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=1;0.966870079;0.182533216;0.018177159;0.999461803
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=10;0.830421701;0.144950193;0.013037374;0.999092531
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=100;0.975073359;0.073147237;0.007252428;0.998598197
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=1000;0.997901474;0.055444981;0.010586449;0.998701757
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=10000;0.980601319;0.124332227;0.011907288;0.998454516
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=100000;0.999100324;0.047397278;0.007905443;0.998812392
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=1000000;0.899301995;0.05797867;0.026338812;0.995818155
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableDedicated;count=1;0.991998459;0.174849006;0.016391487;0.999518585
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableDedicated;count=10;0.968269894;0.218750398;0.020185096;0.99863803
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableDedicated;count=100;0.979954592;0.124249157;0.009226776;0.999123439
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableDedicated;count=1000;0.98024792;0.035673192;0.004228961;0.565352143
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableDedicated;count=10000;1.003482925;0.167667389;0.016915994;0.991997891
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableDedicated;count=100000;0.960940258;0.062197585;0.007385464;0.991269429
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableDedicated;count=1000000;0.931215222;0.028321585;0.009593032;0.979236087
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowablePlain;count=1;1.038631939;0.201576097;0.017059675;0.999867902
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowablePlain;count=10;0.971151408;0.11990737;0.010824997;0.998417247
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowablePlain;count=100;0.989108285;0.132360955;0.013967375;0.992918473
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowablePlain;count=1000;0.996665446;0.052639211;0.004428112;1
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowablePlain;count=10000;0.999638772;0.051106968;0.004228367;1
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowablePlain;count=100000;0.998233945;0.040130773;0.003963281;0.999003699
;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowablePlain;count=1000000;0.998408801;0.042663075;0.004744802;0.998063588
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=1;0.955475253;0.128604802;0.011198597;0.999810792
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=10;0.998119917;0.178293705;0.018303351;0.998811246
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=100;0.98502562;0.06827073;0.00691713;0.998926987
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=1000;0.989480748;0.042874586;0.006270953;0.999003281
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=10000;0.992973907;0.128708585;0.013636266;0.998303693
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=100000;0.985221801;0.043823928;0.005419487;0.999220187
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=1000000;0.894658868;0.034486662;0.011383789;0.98747462
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableDedicated;count=1;0.979235772;0.144844265;0.015667447;0.998415774
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableDedicated;count=10;0.984312739;0.245028279;0.019320622;0.997534719
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableDedicated;count=100;0.960119204;0.091527405;0.007220379;0.99957763
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableDedicated;count=1000;0.969611651;0.036389075;0.004405128;0.999552467
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableDedicated;count=10000;0.999140433;0.165507619;0.014832567;0.976339146
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableDedicated;count=100000;1.009197645;0.051473717;0.005159647;0.99639541
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableDedicated;count=1000000;0.962836593;0.025024113;0.008025224;0.988603045
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowablePlain;count=1;1.043701196;0.147963739;0.012293966;0.999472885
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowablePlain;count=10;0.886755102;0.092713163;0.009055093;0.998899994
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowablePlain;count=100;1.132882886;0.134760756;0.013494573;0.99875127
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowablePlain;count=1000;0.992010193;0.058307657;0.005260915;1
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowablePlain;count=10000;1.000916503;0.040447926;0.003254028;1
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowablePlain;count=100000;0.997745474;0.036019416;0.003657237;0.998500737
;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowablePlain;count=1000000;0.99883658;0.033491452;0.003426723;0.533012969
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=1;1.053717151;0.176691581;0.014510471;0.999785978
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=10;0.817687064;0.26991597;0.02857326;0.998253447
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=100;1.010430751;0.194155086;0.044641519;0.997586335
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=1000;0.990921299;0.229880309;0.024294074;0.997961652
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=10000;0.963583423;0.144198538;0.020818314;0.985255598
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=100000;1.018576521;0.113202284;0.024923183;0.997716475
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=1000000;0.815343706;0.073277291;0.028949435;0.991828695
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=1;0.934020027;0.300264513;0.031518561;0.999066971
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=10;0.989338736;0.12075848;0.01134403;0.997154693
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=100;0.925361074;0.13408807;0.011320907;0.99912424
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=1000;1.006724246;0.088447979;0.013328754;0.998854828
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=10000;0.989148858;0.270921129;0.023995778;0.561840555
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=100000;0.99459986;0.099157006;0.009928062;0.997778193
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=1000000;0.906366872;0.099605022;0.050040874;0.996287699
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain;count=1;0.957410338;0.12572331;0.009694479;0.999916776
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain;count=10;0.993215615;0.211684356;0.018476058;0.99811745
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain;count=100;0.980116241;0.109876577;0.011318049;0.998789317
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain;count=1000;1.011003003;0.049660967;0.005110422;0.998842531
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain;count=10000;0.992413384;0.154817246;0.014306875;0.993409409
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain;count=100000;0.973809035;0.066520493;0.008596111;0.980261312
;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain;count=1000000;0.989873547;0.156593938;0.081044483;0.994441201
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=1;1.000880022;0.161515417;0.017948154;0.998409294
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=10;0.958273231;0.200205244;0.020402158;0.999450239
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=100;0.986789763;0.072766392;0.013898751;0.99886329
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=1000;0.976348811;0.046335365;0.006707787;0.99776469
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=10000;0.982631966;0.15400239;0.013546248;0.999498083
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=100000;0.982579232;0.050601182;0.006150082;0.999267926
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=1000000;0.893519294;0.061643021;0.028649867;0.966610638
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableDedicated;count=1;0.997012307;0.179775205;0.014563821;0.999449216
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableDedicated;count=10;0.976054449;0.116048984;0.011230749;0.998885344
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableDedicated;count=100;0.9916863;0.072903389;0.008178131;0.999145846
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableDedicated;count=1000;0.991886449;0.062456604;0.007751354;0.999449554
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableDedicated;count=10000;0.986080076;0.219250201;0.017882148;0.999488967
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableDedicated;count=100000;0.991252452;0.083967579;0.007904024;0.997175631
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableDedicated;count=1000000;0.960925322;0.060012116;0.014072806;0.876213511
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowablePlain;count=1;1.007721727;0.130714997;0.011442299;0.999912451
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowablePlain;count=10;0.98761081;0.168798471;0.015519998;0.999509175
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowablePlain;count=100;0.988881608;0.159096906;0.011952545;0.999215365
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowablePlain;count=1000;1.011911318;0.040633763;0.004917287;0.998431606
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowablePlain;count=10000;0.996893759;0.192131935;0.01487637;0.986959198
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowablePlain;count=100000;0.988035399;0.087018218;0.011784563;0.907928778
;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowablePlain;count=1000000;0.959787401;0.078095654;0.051428222;0.935325483
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableConvert;count=1;1.001780188;0.118208051;0.011779072;0.999254196
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableConvert;count=10;0.950734098;0.251757662;0.022242686;0.999352016
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableConvert;count=100;0.979515661;0.106985248;0.012447306;0.999220602
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableConvert;count=1000;0.951286141;0.050728443;0.010084674;0.99937568
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableConvert;count=10000;0.989054641;0.159014967;0.018116022;0.999742055
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableConvert;count=100000;0.99176626;0.070260822;0.010776405;0.993908714
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableConvert;count=1000000;0.941635369;0.084656575;0.054461415;0.970063107
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableDedicated;count=1;0.846308835;0.128889239;0.012273297;0.997605196
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableDedicated;count=10;0.976282783;0.318208926;0.028865969;0.99838966
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableDedicated;count=100;0.98956774;0.133460258;0.010687243;0.9986892
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableDedicated;count=1000;0.990112674;0.046732758;0.00589322;0.560136766
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableDedicated;count=10000;0.998556041;0.195782396;0.015617022;0.898444409
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableDedicated;count=100000;0.994021648;0.069596703;0.007147487;0.998233253
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableDedicated;count=1000000;0.952396595;0.035731683;0.010789513;0.998409797
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=1;1.025702775;0.189105815;0.016651187;0.999341753
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=10;0.994142024;0.197264389;0.022578925;0.997865233
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=100;0.985912301;0.133747821;0.014412021;0.99902458
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=1000;0.999912505;0.051538288;0.008674799;0.998093945
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=10000;0.99389699;0.190968231;0.020834621;0.999057021
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=100000;0.980506863;0.064070838;0.008780721;0.997517432
;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=1000000;0.931882277;0.101476077;0.056821137;0.995484371
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableConvert;count=1;0.983605322;0.181175621;0.014954718;0.999448126
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableConvert;count=10;0.978392724;0.199628942;0.016948473;0.999583642
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableConvert;count=100;0.97469476;0.085496627;0.011612311;0.999123596
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableConvert;count=1000;0.984302152;0.042993796;0.006151731;0.995955905
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableConvert;count=10000;0.978939026;0.14434696;0.013368917;0.9992335
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableConvert;count=100000;0.995279791;0.052012219;0.006261267;0.987137328
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableConvert;count=1000000;0.867572429;0.031845047;0.010181676;0.979273344
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableDedicated;count=1;0.884912892;0.230757987;0.023761649;0.999205524
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableDedicated;count=10;1.011886629;0.175283566;0.017656774;0.995998526
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableDedicated;count=100;0.984570591;0.099973061;0.008225183;0.999479677
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableDedicated;count=1000;0.986619896;0.04389459;0.005685854;0.998821234
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableDedicated;count=10000;0.993784178;0.220373694;0.02291927;0.89370092
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableDedicated;count=100000;0.994442788;0.078104086;0.008776953;0.999269358
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableDedicated;count=1000000;0.842221522;0.058611587;0.029922065;0.996006094
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowablePlain;count=1;0.984782671;0.192234756;0.015067596;0.99915025
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowablePlain;count=10;0.998822406;0.256304424;0.025659496;0.999522992
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowablePlain;count=100;0.99404677;0.134952938;0.014511184;0.998857107
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowablePlain;count=1000;0.998640354;0.038623291;0.004806387;0.999062909
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowablePlain;count=10000;0.99160648;0.165644834;0.014461428;0.998715425
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowablePlain;count=100000;0.98069318;0.065918756;0.009854738;0.998648026
;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowablePlain;count=1000000;0.888736984;0.075931262;0.036511635;0.89301382
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableConvert;count=1;0.991835706;0.066201423;0.005816144;0.999693235
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableConvert;count=10;1.007986339;0.248069484;0.021482627;0.999160681
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableConvert;count=100;1.1049278;0.103523927;0.012634969;0.997540196
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableConvert;count=1000;0.981026759;0.042075864;0.004947844;0.99967923
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableConvert;count=10000;1.014224815;0.168708402;0.016429331;0.998849577
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableConvert;count=100000;0.988466617;0.073020589;0.009559976;0.998141153
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableConvert;count=1000000;0.948712039;0.057782502;0.027078581;0.995135718
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableDedicated;count=1;0.980429554;0.175365301;0.01382027;0.998829447
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableDedicated;count=10;0.931928447;0.111430471;0.009709233;0.997513812
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableDedicated;count=100;0.999048004;0.067797077;0.007011283;0.999457211
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableDedicated;count=1000;1.007823266;0.056216967;0.005108987;0.999464702
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableDedicated;count=10000;1.082463364;0.025779993;0.00206027;1
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableDedicated;count=100000;1.11374619;0.020109943;0.001780165;1
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableDedicated;count=1000000;1.00033015;0.023056578;0.003326249;1
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=1;1.090426936;0.092636376;0.008291537;0.999836904
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=10;0.985455921;0.09870007;0.01199702;0.999051576
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=100;0.987027249;0.05688789;0.005077886;0.998832865
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=1000;0.988349767;0.037566753;0.003093826;1
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=10000;1.000991583;0.030426821;0.00306731;1
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=100000;0.997185172;0.012728279;0.001171421;0.999336002
;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=1000000;1.000172296;0.015654683;0.00240707;1
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableConvert;count=1;1.008771264;0.137748648;0.016027957;0.998380227
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableConvert;count=10;0.995225524;0.212451918;0.019949553;0.999498433
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableConvert;count=100;0.966078586;0.143384313;0.011502212;0.998799106
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableConvert;count=1000;0.989881013;0.04431814;0.005114025;0.997736302
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableConvert;count=10000;0.991193605;0.183243773;0.017021084;0.985908126
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableConvert;count=100000;0.998951041;0.065168038;0.006516095;0.561434105
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableConvert;count=1000000;0.871845176;0.045001759;0.016650739;0.979010107
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableDedicated;count=1;0.961634369;0.142825821;0.011195908;0.999355489
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableDedicated;count=10;0.993446376;0.185172709;0.016317591;0.999498937
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableDedicated;count=100;0.972139577;0.088833712;0.008000371;0.99894749
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableDedicated;count=1000;0.999788452;0.091372257;0.007860105;1
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableDedicated;count=10000;0.999291076;0.024351724;0.002730218;0.999042413
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableDedicated;count=100000;1.027481842;0.025470468;0.003701887;0.999816863
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableDedicated;count=1000000;1.011390553;0.015642692;0.002894906;1
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observablePlain;count=1;0.984289419;0.119568806;0.008420463;0.998846236
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observablePlain;count=10;0.991257871;0.127823324;0.010698782;0.99830452
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observablePlain;count=100;0.990740662;0.063482838;0.006752392;0.999632303
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observablePlain;count=1000;0.999417678;0.04182061;0.003228972;0.999589399
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observablePlain;count=10000;1.007267528;0.019012681;0.001658191;1
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observablePlain;count=100000;0.999253548;0.024308185;0.002750523;0.999988166
;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observablePlain;count=1000000;0.998584815;0.013265861;0.001702344;1
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableConvert;count=1;0.994511282;0.185079024;0.014362964;0.999283492
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableConvert;count=10;0.982674358;0.238067423;0.020874239;0.99956145
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableConvert;count=100;0.988617639;0.1195743;0.013635429;0.997989888
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableConvert;count=1000;0.990167326;0.054144818;0.00786852;0.998886778
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableConvert;count=10000;1.005080255;0.166757337;0.013076645;0.997922703
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableConvert;count=100000;1.159639939;0.065927513;0.00771599;0.999438308
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableConvert;count=1000000;0.987353811;0.055928943;0.019772147;0.99852317
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableDedicated;count=1;0.959363672;0.163360112;0.015549661;0.999662846
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableDedicated;count=10;0.911155201;0.165783808;0.015650427;0.998580679
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableDedicated;count=100;0.981586687;0.102827925;0.008247005;1
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableDedicated;count=1000;0.996728546;0.027459759;0.002221364;0.997304837
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableDedicated;count=10000;0.992394513;0.02338532;0.002601895;0.99823056
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableDedicated;count=100000;1.034150893;0.021069885;0.002434878;0.99898792
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableDedicated;count=1000000;1.002101493;0.015771639;0.00308358;0.98184963
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observablePlain;count=1;0.978713477;0.149556226;0.013571322;0.999368059
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observablePlain;count=10;0.995025008;0.265225575;0.018629871;0.999169694
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observablePlain;count=100;0.987980414;0.274384791;0.022517504;0.999737059
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observablePlain;count=1000;1.002351188;0.039556914;0.004157175;0.99998502
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observablePlain;count=10000;0.996336255;0.194235919;0.016184686;0.998169338
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observablePlain;count=100000;1.127898805;0.066388739;0.005912099;0.99862288
;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observablePlain;count=1000000;0.912680233;0.033696292;0.009321283;0.996133231
;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableConvert;count=1;0.983125441;0.102150733;0.008808607;0.523215797
;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableConvert;count=10;0.941949135;0.263078414;0.020459093;0.997097462
;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableConvert;count=100;0.97345713;0.103846829;0.007805092;0.998726719
;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableConvert;count=1000;0.984568728;0.03843682;0.005121894;0.999535439
;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableConvert;count=10000;1.000899535;0.149457054;0.012527112;0.999439176
;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableConvert;count=100000;0.939133878;0.07004422;0.007022973;0.998232438
;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableConvert;count=1000000;1.016822759;0.039902575;0.015604645;0.992287454
;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableDedicated;count=1;1.039251883;0.159641976;0.014712559;0.999971726
;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableDedicated;count=10;0.976303761;0.164264545;0.0146542;0.999367839
