project;commit;benchmark;params;percentage;cov;ci;divergence
;;io.reactivex.XMapYPerf.flowFlatMapFlowable1;times=100000;0.998980788;0.043910579;0.004946195;0.960141884
;;io.reactivex.XMapYPerf.flowFlatMapFlowable1;times=1000000;0.992215443;0.028336765;0.003203808;0.974619523
;;io.reactivex.XMapYPerf.flowFlatMapIterable0;times=1;1.037185352;0.021617755;0.001921665;1
;;io.reactivex.XMapYPerf.flowFlatMapIterable0;times=10;1.025624682;0.262666097;0.030097053;0.999273863
;;io.reactivex.XMapYPerf.flowFlatMapIterable0;times=100;0.991302693;0.228221412;0.016769691;0.994237843
;;io.reactivex.XMapYPerf.flowFlatMapIterable0;times=1000;0.988758187;0.046661678;0.004913873;0.999622151
;;io.reactivex.XMapYPerf.flowFlatMapIterable0;times=10000;0.999892499;0.045417589;0.003544828;1
;;io.reactivex.XMapYPerf.flowFlatMapIterable0;times=100000;1.004497145;0.02603157;0.002522964;1
;;io.reactivex.XMapYPerf.flowFlatMapIterable0;times=1000000;0.998102471;0.019090101;0.002211523;0.961788656
;;io.reactivex.XMapYPerf.flowFlatMapIterable1;times=1;0.987977683;0.102856746;0.008817569;1
;;io.reactivex.XMapYPerf.flowFlatMapIterable1;times=10;0.988369849;0.181421406;0.017932693;0.997700948
;;io.reactivex.XMapYPerf.flowFlatMapIterable1;times=100;0.978380384;0.141019712;0.012919683;0.999265347
;;io.reactivex.XMapYPerf.flowFlatMapIterable1;times=1000;1.006364415;0.066793913;0.009920803;0.999467527
;;io.reactivex.XMapYPerf.flowFlatMapIterable1;times=10000;0.996813608;0.129227711;0.012238457;0.999510447
;;io.reactivex.XMapYPerf.flowFlatMapIterable1;times=100000;0.984994761;0.120532657;0.011550013;0.99890221
;;io.reactivex.XMapYPerf.flowFlatMapIterable1;times=1000000;0.910868435;0.099506062;0.041834053;0.895284081
;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow0;times=1;0.999707921;0.063425322;0.005376055;0.999752586
;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow0;times=10;0.981549391;0.171903848;0.014992212;0.999187726
;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow0;times=100;0.987989712;0.125993323;0.011613693;0.99512911
;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow0;times=1000;0.986283025;0.036860378;0.00402944;0.998976488
;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow0;times=10000;0.996896124;0.160127654;0.014354384;0.998341648
;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow0;times=100000;0.963369727;0.059658931;0.006287449;0.998474986
;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow0;times=1000000;0.944085383;0.060311005;0.024122407;0.947173381
;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow1;times=1;1.017265467;0.11648407;0.009358902;0.999638037
;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow1;times=10;0.977813973;0.168406543;0.016498497;0.998651957
;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow1;times=100;0.992419906;0.092282127;0.011416894;0.996761034
;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow1;times=1000;0.974204439;0.043458787;0.006733968;0.999140144
;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow1;times=10000;0.988432649;0.11792646;0.010467508;0.995620994
;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow1;times=100000;0.959952514;0.056226933;0.008936684;0.998592858
;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow1;times=1000000;0.925506436;0.099995778;0.055047776;0.994254748
;;io.reactivex.XMapYPerf.flowFlatMapMaybe0;times=1;0.96268098;0.180310271;0.019391909;0.998572622
;;io.reactivex.XMapYPerf.flowFlatMapMaybe0;times=10;0.992474092;0.20681876;0.017565626;0.999096331
;;io.reactivex.XMapYPerf.flowFlatMapMaybe0;times=100;1.005347884;0.112534278;0.011793624;0.926027719
;;io.reactivex.XMapYPerf.flowFlatMapMaybe0;times=1000;1.028506372;0.037857104;0.004551853;0.999387256
;;io.reactivex.XMapYPerf.flowFlatMapMaybe0;times=10000;1.01564805;0.135246836;0.018296473;0.931522276
;;io.reactivex.XMapYPerf.flowFlatMapMaybe0;times=100000;0.866122019;0.051843737;0.005196569;0.998237676
;;io.reactivex.XMapYPerf.flowFlatMapMaybe0;times=1000000;0.991247536;0.019022913;0.005050169;0.996162474
;;io.reactivex.XMapYPerf.flowFlatMapMaybe1;times=1;0.965398217;0.239868628;0.023754221;0.999035703
;;io.reactivex.XMapYPerf.flowFlatMapMaybe1;times=10;0.995030225;0.221414797;0.017372917;0.999373037
;;io.reactivex.XMapYPerf.flowFlatMapMaybe1;times=100;1.000363551;0.103904964;0.00872342;0.998857512
;;io.reactivex.XMapYPerf.flowFlatMapMaybe1;times=1000;0.972054768;0.037468901;0.004152191;0.998627339
;;io.reactivex.XMapYPerf.flowFlatMapMaybe1;times=10000;0.981962458;0.111750105;0.01053443;0.996195237
;;io.reactivex.XMapYPerf.flowFlatMapMaybe1;times=100000;0.984573895;0.052442298;0.007802799;0.98772401
;;io.reactivex.XMapYPerf.flowFlatMapMaybe1;times=1000000;0.942094081;0.030485354;0.012851416;0.982277813
;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow0;times=1;0.983010056;0.076135159;0.006407039;0
;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow0;times=10;0.9819541;0.211714101;0.020298606;0.994824613
;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow0;times=100;0.951896981;0.101566989;0.008303951;0.992889277
;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow0;times=1000;0.985969249;0.046360857;0.006209887;0.997716561
;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow0;times=10000;0.984224287;0.112276497;0.011009386;0.997992083
;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow0;times=100000;0.990609371;0.045181899;0.004724512;0.998098382
;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow0;times=1000000;0.928338306;0.090462262;0.049558824;0.997101964
;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow1;times=1;1.015301088;0.158658778;0.014384689;1
;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow1;times=10;0.998274895;0.167058859;0.017930944;0.999584019
;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow1;times=100;0.880471407;0.082072331;0.011152345;0.995398471
;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow1;times=1000;0.987599232;0.130093674;0.014169351;0.996700866
;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow1;times=10000;0.987964578;0.105949001;0.009881265;0.997752735
;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow1;times=100000;0.983511952;0.046136972;0.005934333;0.996546173
;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow1;times=1000000;0.897543269;0.074444051;0.043468171;0.930802779
;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=1;0.993007616;0.200564701;0.018803528;0.993764494
;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=10;0.987095134;0.220401111;0.016584583;0.998604873
;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=100;0.985747959;0.111265792;0.008470784;0.999041737
;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=1000;0.9927871;0.039796745;0.004925789;0.996091337
;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=10000;0.99546431;0.138691242;0.011998427;0.999375197
;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=100000;0.976864927;0.054369082;0.008045399;0.99474635
;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=1000000;0.943521677;0.036208426;0.016779449;0.996397486
;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=1;1.176070526;0.132268606;0.011243384;0.99966986
;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=10;0.990330453;0.145659015;0.011860183;0.999574702
;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=100;0.992163034;0.061059254;0.007037815;0.999724045
;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=1000;0.988520269;0.031379804;0.005633432;0.998551734
;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=10000;0.987720577;0.120105305;0.013500158;0.997235303
;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=100000;0.991677101;0.049348485;0.006634721;0.998361354
;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=1000000;0.869650472;0.044102791;0.019824325;0.96504214
;;io.reactivex.XMapYPerf.obsFlatMapCompletable0;times=1;0.997244467;0.185203635;0.024388545;0.997984136
;;io.reactivex.XMapYPerf.obsFlatMapCompletable0;times=10;0.999002784;0.12700253;0.010458465;0.998129922
;;io.reactivex.XMapYPerf.obsFlatMapCompletable0;times=100;0.987155658;0.131186125;0.01304641;0.998165457
;;io.reactivex.XMapYPerf.obsFlatMapCompletable0;times=1000;1.007388008;0.052643557;0.00505964;0.995690918
;;io.reactivex.XMapYPerf.obsFlatMapCompletable0;times=10000;0.96220927;0.152747532;0.011646951;0.99731448
;;io.reactivex.XMapYPerf.obsFlatMapCompletable0;times=100000;0.998516443;0.054488509;0.004923502;0.99857177
;;io.reactivex.XMapYPerf.obsFlatMapCompletable0;times=1000000;0.955986893;0.020042049;0.004581305;0.947663795
;;io.reactivex.XMapYPerf.obsFlatMapCompletableAsObs0;times=1;1.000500722;0.051294694;0.005011638;0.999919564
;;io.reactivex.XMapYPerf.obsFlatMapCompletableAsObs0;times=10;0.971971202;0.181585787;0.013874131;0.999138978
;;io.reactivex.XMapYPerf.obsFlatMapCompletableAsObs0;times=100;0.982337486;0.100814798;0.008482621;0.999328593
;;io.reactivex.XMapYPerf.obsFlatMapCompletableAsObs0;times=1000;0.994713884;0.046546077;0.006323951;0.999084583
;;io.reactivex.XMapYPerf.obsFlatMapCompletableAsObs0;times=10000;0.989765408;0.148590088;0.013682351;0.981094945
;;io.reactivex.XMapYPerf.obsFlatMapCompletableAsObs0;times=100000;1.045013229;0.052468793;0.008890211;0.967293289
;;io.reactivex.XMapYPerf.obsFlatMapCompletableAsObs0;times=1000000;0.859847181;0.069427878;0.033780805;0.980298667
;;io.reactivex.XMapYPerf.obsFlatMapIterable0;times=1;0.995734779;0.165711276;0.014045985;0.999486909
;;io.reactivex.XMapYPerf.obsFlatMapIterable0;times=10;1.004141831;0.196207844;0.014534864;0.999710672
;;io.reactivex.XMapYPerf.obsFlatMapIterable0;times=100;0.995696744;0.091979793;0.007992693;0.997584285
;;io.reactivex.XMapYPerf.obsFlatMapIterable0;times=1000;0.990952143;0.134273537;0.013259157;0.999090447
;;io.reactivex.XMapYPerf.obsFlatMapIterable0;times=10000;0.998509002;0.088155493;0.00752791;1
;;io.reactivex.XMapYPerf.obsFlatMapIterable0;times=100000;0.999411352;0.02051695;0.002211938;1
;;io.reactivex.XMapYPerf.obsFlatMapIterable0;times=1000000;0.686200004;0.01729955;0.001673186;0.99107229
;;io.reactivex.XMapYPerf.obsFlatMapIterable1;times=1;0.960212103;0.194547575;0.015505758;0.999784267
;;io.reactivex.XMapYPerf.obsFlatMapIterable1;times=10;0.98711097;0.247172119;0.022823098;0.999294393
;;io.reactivex.XMapYPerf.obsFlatMapIterable1;times=100;0.941488405;0.253459244;0.023740814;0.999429196
;;io.reactivex.XMapYPerf.obsFlatMapIterable1;times=1000;0.939254398;0.099781007;0.008885348;0.998767757
;;io.reactivex.XMapYPerf.obsFlatMapIterable1;times=10000;1.000588338;0.050159723;0.010136902;0.99848447
;;io.reactivex.XMapYPerf.obsFlatMapIterable1;times=100000;0.996492668;0.164329774;0.023494129;0.998924947
;;io.reactivex.XMapYPerf.obsFlatMapIterable1;times=1000000;1.584416884;0.05458303;0.010757673;0.998357971
;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs0;times=1;1.004239846;0.119007038;0.010241252;1
;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs0;times=10;0.982457336;0.220596557;0.019099037;0.999237239
;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs0;times=100;0.987575145;0.079240596;0.007269591;0.99824387
;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs0;times=1000;0.99168839;0.049811812;0.008330763;0.998923311
;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs0;times=10000;0.996465379;0.160924289;0.014155307;0.999091921
;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs0;times=100000;0.996081691;0.059528788;0.009354727;0.99753717
;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs0;times=1000000;0.979659171;0.054796126;0.027377027;0.993960683
;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs1;times=1;1.018073318;0.167267733;0.015013593;0.999329999
;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs1;times=10;1.01170965;0.238205348;0.021806738;0.997955471
;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs1;times=100;0.983146004;0.118223115;0.010341871;0.998687387
;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs1;times=1000;0.996445792;0.054594487;0.011411987;0.99798792
;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs1;times=10000;0.974974595;0.16726823;0.017966851;0.99737321
;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs1;times=100000;0.985076815;0.068312238;0.012479382;0.996013842
;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs1;times=1000000;0.883163879;0.094546055;0.049199148;0.774435355
;;io.reactivex.XMapYPerf.obsFlatMapMaybe0;times=1;0.945793206;0.18464384;0.017954221;0.999114038
;;io.reactivex.XMapYPerf.obsFlatMapMaybe0;times=10;0.988876611;0.179203463;0.013722916;0.997649008
;;io.reactivex.XMapYPerf.obsFlatMapMaybe0;times=100;0.992837523;0.078660365;0.00684305;0.993194247
;;io.reactivex.XMapYPerf.obsFlatMapMaybe0;times=1000;0.963463392;0.047911857;0.007236291;0.999728618
;;io.reactivex.XMapYPerf.obsFlatMapMaybe0;times=10000;1.014032374;0.106765945;0.008924792;0.998463598
;;io.reactivex.XMapYPerf.obsFlatMapMaybe0;times=100000;0.984774858;0.045090146;0.005778888;0.926389116
;;io.reactivex.XMapYPerf.obsFlatMapMaybe0;times=1000000;0.956170141;0.024184474;0.009968261;0.987311873
;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=1;0.973866318;0.166193537;0.015282921;0.999350549
;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=10;0.814243138;0.159674571;0.013140251;0.999135293
;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=100;0.991749977;0.076314857;0.006468065;0.998328495
;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=1000;1.010572784;0.032486999;0.003852352;0.99796801
;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=10000;0.989457669;0.092896778;0.008418339;0.994044467
;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=100000;0.997193009;0.049612198;0.005479264;0.987056405
;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=1000000;0.940397722;0.02151908;0.006387825;0.983268624
;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=1;0.993291573;0.132408431;0.011540072;0.998648435
;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=10;0.986390106;0.274049434;0.025737479;0.998923554
;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=100;0.988147267;0.103630167;0.013365376;0.997968642
;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=1000;0.981668128;0.038056918;0.005219594;0.99821884
;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=10000;0.972200156;0.120466316;0.010460133;0.995101693
;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=100000;0.992145463;0.051504328;0.009752337;0.963741767
;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=1000000;0.872052155;0.046519229;0.017225453;0.973868149
;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs1;times=1;1.014292854;0.116283123;0.011741622;0.999263501
;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs1;times=10;0.975858685;0.167360628;0.015602559;0.999147953
;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs1;times=100;0.987676681;0.08671005;0.007524501;0.999516969
;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs1;times=1000;0.930862306;0.036576091;0.005464591;0.99802722
;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs1;times=10000;0.987347532;0.127343209;0.01139066;0.992866832
;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs1;times=100000;0.983747943;0.056031405;0.010387387;0.97669826
;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs1;times=1000000;0.933160469;0.060771739;0.023782728;0.946407339
;;io.reactivex.XMapYPerf.obsFlatMapObservable0;times=1;1.001462745;0.030463631;0.003017583;0.999708112
;;io.reactivex.XMapYPerf.obsFlatMapObservable0;times=10;0.999156459;0.215736382;0.020085691;0.998012023
;;io.reactivex.XMapYPerf.obsFlatMapObservable0;times=100;0.991155937;0.098866504;0.009163932;0.998486778
;;io.reactivex.XMapYPerf.obsFlatMapObservable0;times=1000;0.991536866;0.043975987;0.004969612;0.999658901
;;io.reactivex.XMapYPerf.obsFlatMapObservable0;times=10000;0.996335712;0.054548289;0.005152911;1
;;io.reactivex.XMapYPerf.obsFlatMapObservable0;times=100000;0.999650887;0.02684034;0.00296591;0.999770313
;;io.reactivex.XMapYPerf.obsFlatMapObservable0;times=1000000;0.997500274;0.014508907;0.001599542;0.941326955
;;io.reactivex.XMapYPerf.obsFlatMapObservable1;times=1;1.00134357;0.157707759;0.014668187;0
;;io.reactivex.XMapYPerf.obsFlatMapObservable1;times=10;0.976607997;0.192460733;0.018801233;0.998748578
;;io.reactivex.XMapYPerf.obsFlatMapObservable1;times=100;0.99249517;0.157985133;0.012313653;0.998488976
;;io.reactivex.XMapYPerf.obsFlatMapObservable1;times=1000;0.982628079;0.069365846;0.006650674;0.999231013
;;io.reactivex.XMapYPerf.obsFlatMapObservable1;times=10000;0.94953575;0.251926874;0.020169938;0.998235674
;;io.reactivex.XMapYPerf.obsFlatMapObservable1;times=100000;0.991307531;0.108662462;0.010376316;0.996936586
;;io.reactivex.XMapYPerf.obsFlatMapObservable1;times=1000000;1.227883824;0.128890586;0.078472207;0.99162644
;;io.reactivex.XMapYPerf.obsFlatMapSingle1;times=1;0.955726411;0.174576992;0.016047304;0.999722133
;;io.reactivex.XMapYPerf.obsFlatMapSingle1;times=10;0.997713702;0.171628379;0.016775784;0.999118852
;;io.reactivex.XMapYPerf.obsFlatMapSingle1;times=100;0.989248983;0.133242061;0.010542543;0.998258074
;;io.reactivex.XMapYPerf.obsFlatMapSingle1;times=1000;0.997178652;0.04477306;0.007333799;0.998938058
;;io.reactivex.XMapYPerf.obsFlatMapSingle1;times=10000;0.979803518;0.156355038;0.012991186;0.998004198
;;io.reactivex.XMapYPerf.obsFlatMapSingle1;times=100000;0.98530933;0.053191242;0.007036251;0.998106813
;;io.reactivex.XMapYPerf.obsFlatMapSingle1;times=1000000;0.945109138;0.031386523;0.010722002;0.996862055
;;io.reactivex.XMapYPerf.obsFlatMapSingleAsObs1;times=1;0.988767396;0.137646986;0.012328917;0.9992373
;;io.reactivex.XMapYPerf.obsFlatMapSingleAsObs1;times=10;0.988987138;0.131508624;0.009860355;0.998909612
;;io.reactivex.XMapYPerf.obsFlatMapSingleAsObs1;times=100;0.985813786;0.082900188;0.007705822;0.999641336
;;io.reactivex.XMapYPerf.obsFlatMapSingleAsObs1;times=1000;1.008328258;0.041686031;0.006014944;0.999676772
;;io.reactivex.XMapYPerf.obsFlatMapSingleAsObs1;times=10000;0.993851913;0.134590869;0.011258358;0.976026075
;;io.reactivex.XMapYPerf.obsFlatMapSingleAsObs1;times=100000;0.999139949;0.046164734;0.005949748;0.982925748
;;io.reactivex.XMapYPerf.obsFlatMapSingleAsObs1;times=1000000;0.880531763;0.0607568;0.028699902;0.983796286
;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=1;1.007539123;0.091944553;0.00800448;0.516955171
;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=10;1.001137686;0.156466315;0.013251136;0.998608959
;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=100;0.986764571;0.094755506;0.006324182;0.999590416
;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=1000;1.000117088;0.033680749;0.003657912;0.99894702
;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=10000;0.969663704;0.108959899;0.009077074;0.981071014
;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=100000;0.982094989;0.057588154;0.005909271;0.999357682
;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=1000000;0.946013128;0.02163611;0.006551636;0.999495056
;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableDedicated;count=1;1.023372093;0.254309002;0.035647692;0.995962385
;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableDedicated;count=10;0.995018911;0.103448015;0.010108894;0.999207966
