"project","className","benchmarkName","warmupIterations","warmupIterationsDefault","warmupTime","warmupTimeDefault","measurementIterations","measurementIterationsDefault","measurementTime","measurementTimeDefault","forks","forksDefault","warmupForks","warmupForksDefault","modeIsThroughput","modeIsAverageTime","modeIsSampleTime","modeIsSingleShotTime","modeDefault","stars","projectForks","watchers","numberOfCommits","numberOfContributors","numberOfBenchmarks","nothingSet","parameterizationCombinations"
"hibernate/hibernate-validator","org.hibernate.validator.performance.multilevel.MultiLevelContainerValidation","testMultiLevelPreGeneratedValidation","10","0","","1","50","0","","1","1","0","","1","1","0","0","0","0","660","399","49","4001","62","9","0","1"
"hibernate/hibernate-validator","org.hibernate.validator.performance.multilevel.MultiLevelContainerValidation","testMultiLevelPreGeneratedWithRandomRuntimeContainersValidation","10","0","","1","50","0","","1","1","0","","1","1","0","0","0","0","660","399","49","4001","62","9","0","1"
"hmarchadour/EasyCDO","fr.hma.easycdo.perf.benchmarks.GetBranches","internalBranchManager","2","0","","1","10","0","","1","1","0","","1","0","1","0","0","0","0","0","1","2","1","6","0","1"
"hmarchadour/EasyCDO","fr.hma.easycdo.perf.benchmarks.GetBranches","internalBranchManager2","2","0","","1","10","0","","1","1","0","","1","0","1","0","0","0","0","0","1","2","1","6","0","1"
"hmarchadour/EasyCDO","fr.hma.easycdo.perf.benchmarks.GetBranches","sessionBranchManager","2","0","","1","10","0","","1","1","0","","1","0","1","0","0","0","0","0","1","2","1","6","0","1"
"hmarchadour/EasyCDO","fr.hma.easycdo.perf.benchmarks.GetBranches","sessionBranchManager2","2","0","","1","10","0","","1","1","0","","1","0","1","0","0","0","0","0","1","2","1","6","0","1"
"hmarchadour/EasyCDO","fr.hma.easycdo.perf.benchmarks.MillionBaby","readAllObjectsWithoutPrefetch","","1","","1","","1","","1","","1","","1","0","0","0","1","0","0","0","1","2","1","6","0","1"
"hmarchadour/EasyCDO","fr.hma.easycdo.perf.benchmarks.MillionBaby","readAllObjects","","1","","1","","1","","1","","1","","1","0","0","0","1","0","0","0","1","2","1","6","0","1"
"hrldcpr/pcollections","org.pcollections.benchmark.Benchmarks","linked_list_add","","1","","1","","1","","1","2","0","","1","","","","","1","582","54","35","133","13","14","0","1"
"hrldcpr/pcollections","org.pcollections.benchmark.Benchmarks","array_list_add","","1","","1","","1","","1","2","0","","1","","","","","1","582","54","35","133","13","14","0","1"
"hrldcpr/pcollections","org.pcollections.benchmark.Benchmarks","consp_plus","","1","","1","","1","","1","2","0","","1","","","","","1","582","54","35","133","13","14","0","1"
"hrldcpr/pcollections","org.pcollections.benchmark.Benchmarks","treePVector_plus","","1","","1","","1","","1","2","0","","1","","","","","1","582","54","35","133","13","14","0","1"
"hrldcpr/pcollections","org.pcollections.benchmark.Benchmarks","hashSet_plus","","1","","1","","1","","1","2","0","","1","","","","","1","582","54","35","133","13","14","0","1"
"hrldcpr/pcollections","org.pcollections.benchmark.Benchmarks","hashTreePMap_plus","","1","","1","","1","","1","2","0","","1","","","","","1","582","54","35","133","13","14","0","1"
"hrldcpr/pcollections","org.pcollections.benchmark.Benchmarks","intTreePMap_plus","","1","","1","","1","","1","2","0","","1","","","","","1","582","54","35","133","13","14","0","1"
"hrldcpr/pcollections","org.pcollections.benchmark.Benchmarks","contains","","1","","1","","1","","1","2","0","","1","","","","","1","582","54","35","133","13","14","0","1"
"hrldcpr/pcollections","org.pcollections.benchmark.Benchmarks","_notContains","","1","","1","","1","","1","2","0","","1","","","","","1","582","54","35","133","13","14","0","1"
"hrldcpr/pcollections","org.pcollections.benchmark.Benchmarks","get","","1","","1","","1","","1","2","0","","1","","","","","1","582","54","35","133","13","14","0","1"
"hrldcpr/pcollections","org.pcollections.benchmark.Benchmarks","iterator","","1","","1","","1","","1","2","0","","1","","","","","1","582","54","35","133","13","14","0","1"
"hrldcpr/pcollections","org.pcollections.benchmark.Benchmarks","put","","1","","1","","1","","1","2","0","","1","","","","","1","582","54","35","133","13","14","0","1"
"hrldcpr/pcollections","org.pcollections.benchmark.Benchmarks","mapContainsKey","","1","","1","","1","","1","2","0","","1","","","","","1","582","54","35","133","13","14","0","1"
"hrldcpr/pcollections","org.pcollections.benchmark.Benchmarks","mapNotContainsKey","","1","","1","","1","","1","2","0","","1","","","","","1","582","54","35","133","13","14","0","1"
"hsqlu/coding-lab","org.sample.MyBenchmark","testMethod","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","630","1","16","1","1"
"hsqlu/coding-lab","org.sample.MyBenchmark","measureThroughput","","1","","1","","1","","1","","1","","1","1","0","0","0","0","0","0","1","630","1","16","0","1"
"hsqlu/coding-lab","org.sample.MyBenchmark","measureAvgTime","","1","","1","","1","","1","","1","","1","0","1","0","0","0","0","0","1","630","1","16","0","1"
"hsqlu/coding-lab","org.sample.MyBenchmark","measureSamples","","1","","1","","1","","1","","1","","1","0","0","1","0","0","0","0","1","630","1","16","0","1"
"hsqlu/coding-lab","org.sample.MyBenchmark","measureSingleShot","","1","","1","","1","","1","","1","","1","0","0","0","1","0","0","0","1","630","1","16","0","1"
"hsqlu/coding-lab","org.sample.MyBenchmark","measureMultiple","","1","","1","","1","","1","","1","","1","1","1","1","1","0","0","0","1","630","1","16","0","1"
"hsqlu/coding-lab","org.sample.MyBenchmark","measureAll","","1","","1","","1","","1","","1","","1","1","1","1","1","0","0","0","1","630","1","16","0","1"
"hsqlu/coding-lab","com.hsqlu.jmh.samples.HelloWorld","wellHelloThere","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","630","1","16","1","1"
"hsqlu/coding-lab","com.hsqlu.jmh.samples.States","measureUnshared","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","630","1","16","1","1"
"hsqlu/coding-lab","com.hsqlu.jmh.samples.States","measureShared","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","630","1","16","1","1"
"hsqlu/coding-lab","com.hsqlu.jmh.samples.BenchmarkModes","measureThroughput","","1","","1","","1","","1","","1","","1","1","0","0","0","0","0","0","1","630","1","16","0","1"
"hsqlu/coding-lab","com.hsqlu.jmh.samples.BenchmarkModes","measureAvgTime","","1","","1","","1","","1","","1","","1","0","1","0","0","0","0","0","1","630","1","16","0","1"
"hsqlu/coding-lab","com.hsqlu.jmh.samples.BenchmarkModes","measureSamples","","1","","1","","1","","1","","1","","1","0","0","1","0","0","0","0","1","630","1","16","0","1"
"hsqlu/coding-lab","com.hsqlu.jmh.samples.BenchmarkModes","measureSingleShot","","1","","1","","1","","1","","1","","1","0","0","0","1","0","0","0","1","630","1","16","0","1"
"hsqlu/coding-lab","com.hsqlu.jmh.samples.BenchmarkModes","measureMultiple","","1","","1","","1","","1","","1","","1","1","1","1","1","0","0","0","1","630","1","16","0","1"
"hsqlu/coding-lab","com.hsqlu.jmh.samples.BenchmarkModes","measureAll","","1","","1","","1","","1","","1","","1","1","1","1","1","0","0","0","1","630","1","16","0","1"
"HubSpot/jinjava","com.hubspot.jinjava.benchmarks.liquid.LiquidBenchmark","parse","","1","","1","","1","","1","","1","","1","","","","","1","341","78","77","1276","38","4","1","1"
"HubSpot/jinjava","com.hubspot.jinjava.benchmarks.liquid.LiquidBenchmark","parseAndRender","","1","","1","","1","","1","","1","","1","","","","","1","341","78","77","1276","38","4","1","1"
"HubSpot/jinjava","com.hubspot.jinjava.benchmarks.jinja2.Jinja2Benchmark","realWorldishBenchmark","","1","","1","","1","","1","","1","","1","","","","","1","341","78","77","1276","38","4","1","1"
"HubSpot/jinjava","com.hubspot.jinjava.benchmarks.jinja2.Jinja2Benchmark","precompiledBenchmark","","1","","1","","1","","1","","1","","1","","","","","1","341","78","77","1276","38","4","1","1"
"huxi/sulky","de.huxhorn.sulky.ulid.ULIDBenchmark","ulidNextULIDThroughput","","1","","1","","1","","1","","1","","1","1","0","0","0","0","51","7","4","979","2","6","0","1"
"huxi/sulky","de.huxhorn.sulky.ulid.ULIDBenchmark","ulidNextULIDAverage","","1","","1","","1","","1","","1","","1","0","1","0","0","0","51","7","4","979","2","6","0","1"
"huxi/sulky","de.huxhorn.sulky.ulid.ULIDBenchmark","ulidNextValuetoStringThroughput","","1","","1","","1","","1","","1","","1","1","0","0","0","0","51","7","4","979","2","6","0","1"
"huxi/sulky","de.huxhorn.sulky.ulid.ULIDBenchmark","ulidNextValuetoStringAverage","","1","","1","","1","","1","","1","","1","0","1","0","0","0","51","7","4","979","2","6","0","1"
"huxi/sulky","de.huxhorn.sulky.ulid.ULIDBenchmark","uuidRandomUUIDtoStringThroughput","","1","","1","","1","","1","","1","","1","1","0","0","0","0","51","7","4","979","2","6","0","1"
"huxi/sulky","de.huxhorn.sulky.ulid.ULIDBenchmark","uuidRandomUUIDtoStringAverage","","1","","1","","1","","1","","1","","1","0","1","0","0","0","51","7","4","979","2","6","0","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.StringToDoubleBenchmark","parseDouble","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.StringToDoubleBenchmark","doubleWrapper","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.StringToDoubleBenchmark","bigDecimal","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.StringToDoubleBenchmark","decimalFormat","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.IntegerToStringWithSideEffectBenchmark","concat_postfix_no_side_effect","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.IntegerToStringWithSideEffectBenchmark","concat_postfix","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.IntegerToStringWithSideEffectBenchmark","concat_prefix_no_side_effect","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.IntegerToStringWithSideEffectBenchmark","concat_prefix","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.IntegerToStringWithSideEffectBenchmark","stringValueOf_no_side_effect","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.IntegerToStringWithSideEffectBenchmark","stringValueOf","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.IntegerToStringWithSideEffectBenchmark","integerToString_no_side_effect","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.IntegerToStringWithSideEffectBenchmark","integerToString","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.IntegerToStringBenchmark","concat_postfix","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.IntegerToStringBenchmark","concat_prefix","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.IntegerToStringBenchmark","stringValueOf","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"iamdarksorcerer/java-jmh-benchmarks","net.nineseventwo.IntegerToStringBenchmark","integerToString","","1","","1","","1","","1","","1","","1","","","","","1","0","0","0","14","1","16","1","1"
"ibodrov/bpm","jet.bpm.benchmark.PersistenceBenchmark","test","","1","","1","","1","","1","","1","","1","","","","","1","6","1","5","146","1","3","1","1"
"ibodrov/bpm","jet.bpm.benchmark.Linear10DelegateBenchmark","test","","1","","1","","1","","1","","1","","1","","","","","1","6","1","5","146","1","3","1","1"
"ibodrov/bpm","jet.bpm.benchmark.Linear10JuelInMemBenchmark","test","","1","","1","","1","","1","","1","","1","","","","","1","6","1","5","146","1","3","1","1"
"identifiers/identifiers-java","benchmarks.CodecBenchmark","timeBase32RandomBytes","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","65","1","4","1","1"
"identifiers/identifiers-java","benchmarks.CodecBenchmark","timeBase32RandomValues","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","65","1","4","1","1"
"identifiers/identifiers-java","benchmarks.CodecBenchmark","timeBase128RandomBytes","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","65","1","4","1","1"
"identifiers/identifiers-java","benchmarks.CodecBenchmark","timeBase128RandomValues","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","65","1","4","1","1"
"igorgallon/DC-UFSCar-ES2-201601--GrupoAbeliano","net.sf.jabref.benchmarks.Benchmarks","parse","","1","","1","","1","","1","","1","","1","","","","","1","0","0","5","30","3","4","1","1"
"igorgallon/DC-UFSCar-ES2-201601--GrupoAbeliano","net.sf.jabref.benchmarks.Benchmarks","write","","1","","1","","1","","1","","1","","1","","","","","1","0","0","5","30","3","4","1","1"
"igorgallon/DC-UFSCar-ES2-201601--GrupoAbeliano","net.sf.jabref.benchmarks.Benchmarks","search","","1","","1","","1","","1","","1","","1","","","","","1","0","0","5","30","3","4","1","1"
"igorgallon/DC-UFSCar-ES2-201601--GrupoAbeliano","net.sf.jabref.benchmarks.Benchmarks","inferBibDatabaseMode","","1","","1","","1","","1","","1","","1","","","","","1","0","0","5","30","3","4","1","1"
"iksmada/DC-UFSCar-ES2-201601-GrupoDilema","net.sf.jabref.benchmarks.Benchmarks","parse","","1","","1","","1","","1","","1","","1","","","","","1","0","1","5","44","5","4","1","1"
"iksmada/DC-UFSCar-ES2-201601-GrupoDilema","net.sf.jabref.benchmarks.Benchmarks","write","","1","","1","","1","","1","","1","","1","","","","","1","0","1","5","44","5","4","1","1"
"iksmada/DC-UFSCar-ES2-201601-GrupoDilema","net.sf.jabref.benchmarks.Benchmarks","search","","1","","1","","1","","1","","1","","1","","","","","1","0","1","5","44","5","4","1","1"
"iksmada/DC-UFSCar-ES2-201601-GrupoDilema","net.sf.jabref.benchmarks.Benchmarks","inferBibDatabaseMode","","1","","1","","1","","1","","1","","1","","","","","1","0","1","5","44","5","4","1","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufAllocatorBenchmark","unpooledHeapAllocAndFree","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","72","0","32","1","6"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufAllocatorBenchmark","unpooledDirectAllocAndFree","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","72","0","32","1","6"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufAllocatorBenchmark","pooledHeapAllocAndFree","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","72","0","32","1","6"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufAllocatorBenchmark","pooledDirectAllocAndFree","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","72","0","32","1","6"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufAllocatorBenchmark","defaultPooledHeapAllocAndFree","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","72","0","32","1","6"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufAllocatorBenchmark","defaultPooledDirectAllocAndFree","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","72","0","32","1","6"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.SwappedByteBufBenchmark","swappedByteBufSetInt","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.SwappedByteBufBenchmark","swappedByteBufSetShort","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.SwappedByteBufBenchmark","swappedByteBufSetLong","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.SwappedByteBufBenchmark","unsafeSwappedByteBufSetInt","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.SwappedByteBufBenchmark","unsafeSwappedByteBufSetShort","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.SwappedByteBufBenchmark","unsafeSwappedByteBufSetLong","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeAsciiStringViaArray","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeAsciiStringViaArrayWrapped","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeAsciiString","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeAsciiStringWrapped","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeAsciiViaArray","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeAsciiViaArrayWrapped","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeAscii","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeAsciiWrapped","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeUtf8StringViaArray","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeUtf8StringViaArrayWrapped","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeUtf8String","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeUtf8StringWrapped","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeUtf8ViaArray","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeUtf8ViaArrayWrapped","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeUtf8","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.buffer.ByteBufUtilBenchmark","writeUtf8Wrapped","10","0","","1","25","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.http.HttpRequestDecoderBenchmark","testDecodeWholeRequestInMultipleStepsMixedDelimiters","10","0","","1","20","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","5"
"iloveyou416068/CookNIOServer","io.netty.microbench.concurrent.FastThreadLocalBenchmark","jdkThreadLocalGet","","1","","1","10","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.concurrent.FastThreadLocalBenchmark","fastThreadLocal","","1","","1","10","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","1"
"iloveyou416068/CookNIOServer","io.netty.microbench.internal.RecyclableArrayListBenchmark","recycleSameThread","","1","","1","10","0","","1","","1","","1","","","","","1","0","0","1","72","0","32","0","6"
"imglib/imglib2","net.imglib2.converter.RealTypeConvertersBenchmark","converter","","1","","1","","1","","1","","1","","1","","","","","1","191","80","45","5104","30","19","1","1"
"imglib/imglib2","net.imglib2.loops.LoopBuilderVsCursorsBenchmark","flatCopy","4","0","100000000","0","8","0","100000000","0","1","0","","1","0","1","0","0","0","191","80","45","5104","30","19","0","1"
"imglib/imglib2","net.imglib2.loops.LoopBuilderVsCursorsBenchmark","loopBuilder","4","0","100000000","0","8","0","100000000","0","1","0","","1","0","1","0","0","0","191","80","45","5104","30","19","0","1"
"imglib/imglib2","net.imglib2.loops.ClassCopyProviderBenchmark","sumMinMax","","1","","1","","1","","1","","1","","1","","","","","1","191","80","45","5104","30","19","1","1"
"imglib/imglib2","net.imglib2.loops.ClassCopyProviderBenchmark","sumMinMax_using_ClassCopyProvider","","1","","1","","1","","1","","1","","1","","","","","1","191","80","45","5104","30","19","1","1"
"imglib/imglib2","net.imglib2.loops.SyncedPositionablesBenchmark","benchmark2","","1","","1","","1","","1","","1","","1","","","","","1","191","80","45","5104","30","19","1","1"
"imglib/imglib2","net.imglib2.loops.SyncedPositionablesBenchmark","benchmark3","","1","","1","","1","","1","","1","","1","","","","","1","191","80","45","5104","30","19","1","1"
"imglib/imglib2","net.imglib2.loops.SyncedPositionablesBenchmark","benchmark4","","1","","1","","1","","1","","1","","1","","","","","1","191","80","45","5104","30","19","1","1"
"imglib/imglib2","net.imglib2.loops.SyncedPositionablesBenchmark","benchmark5","","1","","1","","1","","1","","1","","1","","","","","1","191","80","45","5104","30","19","1","1"
"imglib/imglib2","net.imglib2.loops.SyncedPositionablesBenchmark","benchmark6","","1","","1","","1","","1","","1","","1","","","","","1","191","80","45","5104","30","19","1","1"
"imglib/imglib2","net.imglib2.loops.LoopPerformanceBenchmark","gradient_niceAndSlow","4","0","100000000","0","8","0","100000000","0","1","0","","1","","","","","1","191","80","45","5104","30","19","0","1"
"imglib/imglib2","net.imglib2.loops.LoopPerformanceBenchmark","gradient_better","4","0","100000000","0","8","0","100000000","0","1","0","","1","","","","","1","191","80","45","5104","30","19","0","1"
"imglib/imglib2","net.imglib2.loops.LoopPerformanceBenchmark","gradient_LoopBuilder","4","0","100000000","0","8","0","100000000","0","1","0","","1","","","","","1","191","80","45","5104","30","19","0","1"
"imglib/imglib2","net.imglib2.loops.LoopPerformanceBenchmark","gradient_LoopBuilder_MultiThreaded","4","0","100000000","0","8","0","100000000","0","1","0","","1","","","","","1","191","80","45","5104","30","19","0","1"
"imglib/imglib2","net.imglib2.loops.LoopPerformanceBenchmark","copy_pairedView","4","0","100000000","0","8","0","100000000","0","1","0","","1","","","","","1","191","80","45","5104","30","19","0","1"
"imglib/imglib2","net.imglib2.loops.LoopPerformanceBenchmark","copy_loopBuilder","4","0","100000000","0","8","0","100000000","0","1","0","","1","","","","","1","191","80","45","5104","30","19","0","1"
"imglib/imglib2","net.imglib2.loops.LoopPerformanceBenchmark","copy_flatIterable","4","0","100000000","0","8","0","100000000","0","1","0","","1","","","","","1","191","80","45","5104","30","19","0","1"
"imglib/imglib2","net.imglib2.util.FlatCollectionsBenchmark","benchmarkSumList","","1","","1","","1","","1","","1","","1","","","","","1","191","80","45","5104","30","19","1","1"
"imglib/imglib2","net.imglib2.util.FlatCollectionsBenchmark","benchmarkSumImg","","1","","1","","1","","1","","1","","1","","","","","1","191","80","45","5104","30","19","1","1"
"immutables/samples","org.immutables.samples.json.JsonBenchmarks","autoJackson","","1","","1","","1","","1","","1","","1","0","1","0","0","0","6","2","7","24","1","8","0","1"
"immutables/samples","org.immutables.samples.json.JsonBenchmarks","pojoJackson","","1","","1","","1","","1","","1","","1","0","1","0","0","0","6","2","7","24","1","8","0","1"
"immutables/samples","org.immutables.samples.json.JsonBenchmarks","pojoGson","","1","","1","","1","","1","","1","","1","0","1","0","0","0","6","2","7","24","1","8","0","1"
"immutables/samples","org.immutables.samples.json.JsonBenchmarks","pojoMoshi","","1","","1","","1","","1","","1","","1","0","1","0","0","0","6","2","7","24","1","8","0","1"
"immutables/samples","org.immutables.samples.json.JsonBenchmarks","immutablesMoshi","","1","","1","","1","","1","","1","","1","0","1","0","0","0","6","2","7","24","1","8","0","1"
"immutables/samples","org.immutables.samples.json.JsonBenchmarks","pojoGsonJackson","","1","","1","","1","","1","","1","","1","0","1","0","0","0","6","2","7","24","1","8","0","1"
"immutables/samples","org.immutables.samples.json.JsonBenchmarks","immutablesGsonJackson","","1","","1","","1","","1","","1","","1","0","1","0","0","0","6","2","7","24","1","8","0","1"
"immutables/samples","org.immutables.samples.json.JsonBenchmarks","immutablesGson","","1","","1","","1","","1","","1","","1","0","1","0","0","0","6","2","7","24","1","8","0","1"
"iNikem/clean","eu.plumbr.clean.FinalizerBenchmark","plainMovie","","1","","1","","1","","1","","1","","1","","","","","1","3","0","1","9","1","3","1","1"
"iNikem/clean","eu.plumbr.clean.FinalizerBenchmark","finalizableMovie","","1","","1","","1","","1","","1","","1","","","","","1","3","0","1","9","1","3","1","1"
"iNikem/clean","eu.plumbr.clean.FinalizerBenchmark","referenceMovie","","1","","1","","1","","1","","1","","1","","","","","1","3","0","1","9","1","3","1","1"
"insano10/puzzlers","com.insano10.puzzlers.benchmarks.FrogJmpBenchmark","benchmarkFrogJump","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","135","1","4","1","1"
"insano10/puzzlers","com.insano10.puzzlers.benchmarks.QuickSortBenchmark","benchmarkQuickSortWithExtraDataStructures","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","135","1","4","1","1"
"insano10/puzzlers","com.insano10.puzzlers.benchmarks.QuickSortBenchmark","benchmarkQuickSortWithArrayLists","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","135","1","4","1","1"
"insano10/puzzlers","com.insano10.puzzlers.benchmarks.QuickSortBenchmark","benchmarkQuickSortInPlace","","1","","1","","1","","1","","1","","1","","","","","1","0","0","1","135","1","4","1","1"
"inspectIT/inspectIT","rocks.inspectit.agent.java.instrumentation.DigestUtilsPerfTest","sha256Hex","5","0","","1","5","0","","1","1","0","","1","0","1","0","0","0","489","126","52","323","13","30","0","3"
"inspectIT/inspectIT","rocks.inspectit.agent.java.instrumentation.DigestUtilsPerfTest","baseline","5","0","","1","5","0","","1","1","0","","1","0","1","0","0","0","489","126","52","323","13","30","0","3"
"inspectIT/inspectIT","rocks.inspectit.agent.java.instrumentation.asm.ClassInstrumenterPerfTest","instrument","5","0","","1","5","0","","1","1","0","","1","0","1","0","0","0","489","126","52","323","13","30","0","24"
"inspectIT/inspectIT","rocks.inspectit.agent.java.instrumentation.asm.ClassAnalyzerPerfTest","parse","5","0","","1","5","0","","1","1","0","","1","0","1","0","0","0","489","126","52","323","13","30","0","3"
