project;commit;benchmark;params;i10;i100;factor
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.fixedClock;;0.190102147;0.032487904;0.170897091
;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueHashContextData;count=5,length=20;0.020462;0.032451539;1.585941697
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMC;;0.080780758;0.032349372;0.400458882
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.baseline;;0.050276942;0.032019658;0.636865663
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput3Params;;0.024834897;0.031861403;1.282928735
;;org.apache.logging.log4j.perf.jmh.FileAppenderBenchmark.log4j2RAF;;0.05480134;0.031750783;0.579379683
;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.cloneArrayContextData;count=500,length=20;0.063436043;0.031576611;0.497770818
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=50,threadContextMapAlias=NoGcSortedArray;0.019920773;0.031521715;1.582354008
;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putAllHashContextData;count=500,length=20;0.023434546;0.031384564;1.339243525
;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageBenchmark.classicGetFormattedMsg;;0.128817544;0.031379782;0.243598667
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=SYNCHRONOUS;0.033654669;0.031300156;0.930039039
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput8Params;;0.023848606;0.030667718;1.285933358
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jIsDebugEnabled;;0.008713494;0.030624748;3.514634657
;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxShort;;0.031468619;0.030530135;0.970177147
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackParentMarker;;0.022711272;0.03039151;1.338168553
;;org.apache.logging.log4j.perf.jmh.GelfLayoutBenchmark.baseline;;0.010800941;0.03026676;2.80223362
;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.usAsciiStringGetBytesCharSet;;0.047615932;0.030230112;0.634873891
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=5,threadContextMapAlias=Default;0.044047866;0.029942157;0.679764078
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=500,threadContextMapAlias=NoGcOpenHash;0.012990374;0.02985755;2.298436519
;;org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.log4j2Throwable;;0.016692837;0.029694656;1.778886117
;;org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputStringFormatString;;0.012782715;0.029106106;2.276989356
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=5,threadContextMapAlias=CopyOpenHash;0.006361818;0.028980338;4.555354774
;;org.apache.logging.log4j.perf.jmh.GelfLayoutBenchmark.log4j2Gelf;;0.013653783;0.028942037;2.119708289
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput10Params;;0.035228666;0.028915872;0.820805193
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput3Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.036444207;0.028828877;0.791041413
;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fixedBitFiddlingReuseCharArray;;0.233655858;0.028705004;0.122851634
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=500,threadContextMapAlias=CopySortedArray;0.017955339;0.0286482;1.595525431
;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxLong;;0.071923537;0.028634294;0.398121327
;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endNoop;;0.03440992;0.028516792;0.828737527
;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.iso8859_1CustomCastToByte;;0.184275867;0.028359145;0.153895057
;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createLogEventWithExceptionUsingBuilder;;0.012783803;0.028352725;2.217863104
;;org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testDebugDisabledMessageResponseTime;;0.022204592;0.028275914;1.273426416
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput4Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.037258521;0.028044152;0.752690962
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput10Params;configFileName=perf5AsyncApndNoLoc-noOpAppender.xml;0.009316409;0.027979243;3.003221842
;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500,threadContextMapAlias=CopySortedArray;0.012431176;0.027906689;2.244895334
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput6Params;configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml;0.032883076;0.027851692;0.846991687
;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.log4jThreadContextFilter;size=0;0.093751821;0.027719967;0.295673905
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param1LogbackFile;;0.040829324;0.027201755;0.666230844
;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackSimpleMarker;;0.018829462;0.027091622;1.438788957
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMCDEx;;0.05314125;0.027002992;0.508136184
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterMap3Elements;;0.03570469;0.026994974;0.756062411
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayD;;0.088475749;0.026967749;0.304803851
;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCD;;0.008538741;0.026943811;3.155478191
;;org.apache.logging.log4j.perf.jmh.FileAppenderParamsBenchmark.param3Log4j2RAF;;0.023879955;0.026626341;1.115008006
;;org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark.textEncoderEncode;;0.025914145;0.026490758;1.022250898
;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersAndLock;;0.046060752;0.026115498;0.56697941
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArrayList1Element;;0.129998974;0.025974902;0.199808515
;;org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testResponseTimeHSQLDBException;;0.017028814;0.0259605;1.52450429
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput5Params;configFileName=perf5AsyncApndXferQNoLoc-noOpAppender.xml;0.038495017;0.02558621;0.664662909
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput4Params;;0.031076958;0.025363155;0.816140209
;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putHashContextData;count=5,length=20;0.015557934;0.025350623;1.629433767
;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput6Params;;0.06067189;0.025256106;0.416273599
