project;commit;benchmark;param;< 10%;< 5%;< 2%;< 1%
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark.toStringMCD;;5;5;7;9
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=5,threadContextMapAlias=CopyOpenHash;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=5,threadContextMapAlias=CopySortedArray;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=5,threadContextMapAlias=Default;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=5,threadContextMapAlias=NoGcOpenHash;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=5,threadContextMapAlias=NoGcSortedArray;5;5;8;11
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50,threadContextMapAlias=CopyOpenHash;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50,threadContextMapAlias=CopySortedArray;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50,threadContextMapAlias=Default;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50,threadContextMapAlias=NoGcOpenHash;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50,threadContextMapAlias=NoGcSortedArray;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=500,threadContextMapAlias=CopyOpenHash;5;5;7;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=500,threadContextMapAlias=CopySortedArray;5;5;6;10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=500,threadContextMapAlias=Default;5;5;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=500,threadContextMapAlias=NoGcOpenHash;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=500,threadContextMapAlias=NoGcSortedArray;5;6;8;11
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=5,threadContextMapAlias=CopyOpenHash;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=5,threadContextMapAlias=CopySortedArray;5;5;5;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=5,threadContextMapAlias=Default;5;5;9;9
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=5,threadContextMapAlias=NoGcOpenHash;5;7;9;12
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=5,threadContextMapAlias=NoGcSortedArray;5;5;5;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=50,threadContextMapAlias=CopyOpenHash;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=50,threadContextMapAlias=CopySortedArray;5;5;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=50,threadContextMapAlias=Default;5;5;8;13
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=50,threadContextMapAlias=NoGcOpenHash;5;5;14;19
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=50,threadContextMapAlias=NoGcSortedArray;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=500,threadContextMapAlias=CopyOpenHash;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=500,threadContextMapAlias=CopySortedArray;5;5;5;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=500,threadContextMapAlias=Default;5;5;5;10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=500,threadContextMapAlias=NoGcOpenHash;7;10;20;33
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=500,threadContextMapAlias=NoGcSortedArray;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=5,threadContextMapAlias=CopyOpenHash;5;5;5;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=5,threadContextMapAlias=CopySortedArray;5;5;5;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=5,threadContextMapAlias=Default;5;6;8;10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=5,threadContextMapAlias=NoGcOpenHash;5;5;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=5,threadContextMapAlias=NoGcSortedArray;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=50,threadContextMapAlias=CopyOpenHash;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=50,threadContextMapAlias=CopySortedArray;5;5;6;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=50,threadContextMapAlias=Default;5;13;24;39
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=50,threadContextMapAlias=NoGcOpenHash;5;5;5;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=50,threadContextMapAlias=NoGcSortedArray;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500,threadContextMapAlias=CopyOpenHash;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500,threadContextMapAlias=CopySortedArray;5;6;28;50
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500,threadContextMapAlias=Default;5;6;6;20
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500,threadContextMapAlias=NoGcOpenHash;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500,threadContextMapAlias=NoGcSortedArray;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=5,threadContextMapAlias=CopyOpenHash;5;5;7;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=5,threadContextMapAlias=CopySortedArray;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=5,threadContextMapAlias=Default;5;5;7;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=5,threadContextMapAlias=NoGcOpenHash;5;5;8;11
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=5,threadContextMapAlias=NoGcSortedArray;5;5;7;9
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=50,threadContextMapAlias=CopyOpenHash;5;14;26;42
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=50,threadContextMapAlias=CopySortedArray;8;13;22;33
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=50,threadContextMapAlias=Default;5;5;5;9
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=50,threadContextMapAlias=NoGcOpenHash;7;11;20;31
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=50,threadContextMapAlias=NoGcSortedArray;5;15;29;47
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=500,threadContextMapAlias=CopyOpenHash;5;5;13;20
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=500,threadContextMapAlias=CopySortedArray;5;6;6;21
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=500,threadContextMapAlias=Default;5;5;7;9
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=500,threadContextMapAlias=NoGcOpenHash;5;5;12;21
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties;count=500,threadContextMapAlias=NoGcSortedArray;6;7;7;33
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=5,threadContextMapAlias=CopyOpenHash;10;15;25;39
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=5,threadContextMapAlias=CopySortedArray;10;14;26;40
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=5,threadContextMapAlias=Default;5;6;9;12
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=5,threadContextMapAlias=NoGcOpenHash;5;6;8;12
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=5,threadContextMapAlias=NoGcSortedArray;10;16;28;44
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=50,threadContextMapAlias=CopyOpenHash;5;5;12;19
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=50,threadContextMapAlias=CopySortedArray;5;5;16;23
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=50,threadContextMapAlias=Default;6;11;19;29
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=50,threadContextMapAlias=NoGcOpenHash;5;6;20;34
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=50,threadContextMapAlias=NoGcSortedArray;5;5;16;24
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=CopyOpenHash;6;7;7;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=CopySortedArray;6;7;19;31
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=Default;5;6;6;20
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=NoGcOpenHash;5;6;6;20
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithProperties;count=500,threadContextMapAlias=NoGcSortedArray;5;6;6;21
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=CopyOpenHash;5;5;6;10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=CopySortedArray;5;6;8;12
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=Default;5;5;8;11
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=NoGcOpenHash;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=NoGcSortedArray;5;5;6;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=CopyOpenHash;7;7;62;
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=CopySortedArray;5;5;5;10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=Default;5;5;14;19
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=NoGcOpenHash;5;5;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=NoGcSortedArray;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500,threadContextMapAlias=CopyOpenHash;9;10;16;22
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500,threadContextMapAlias=CopySortedArray;10;15;26;38
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500,threadContextMapAlias=Default;5;6;6;17
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500,threadContextMapAlias=NoGcOpenHash;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=500,threadContextMapAlias=NoGcSortedArray;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsConcurrentHashMapBenchmark.concurrentHashMap;;5;7;11;16
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsConcurrentHashMapBenchmark.newInstance;;5;5;7;11
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsConcurrentHashMapBenchmark.threadLocal;;7;7;13;17
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark.newInstance;;9;14;18;26
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark.objectPool;;5;6;10;15
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark.threadLocal;;5;5;9;14
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark._stringNewInstance;;6;7;11;15
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark._stringObjectPool;;5;5;7;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark._stringThreadLocal;;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.atomicFastFormat;;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.atomicFixedFormat;;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.baseline;;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.cachedThrdLocalCustomFormat;;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.cachedThrdLocalSimpleDateFmt;;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.fastDateFormat;;8;11;19;30
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.fixedDateFormat;;5;5;5;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt;;5;5;6;9
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.threadLocalSimpleDateFmt;;5;5;7;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fastDateFormatCreateNewStringBuilder;;5;6;8;11
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fastDateFormatReuseStringBuilder;;5;7;11;15
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fixedBitFiddlingReuseCharArray;;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fixedDateFormatCreateNewCharArray;;5;5;6;9
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fixedDateFormatReuseCharArray;;5;6;8;12
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.fixedFormatReuseStringBuilder;;5;5;5;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.simpleDateFormat;;5;5;8;12
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxBoolean;;5;5;7;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxDouble;;5;5;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxFloat;;5;5;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxInt;;5;5;7;10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxLong;;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxShort;;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark.base;;5;5;5;5
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark.randomUUID;;5;5;6;10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark.timeBasedUUID;;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.VarargsBenchmark.baseline;;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.VarargsBenchmark.individualParams;;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.VarargsBenchmark.varargParams;;5;5;6;6
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapObservable;times=1;5;5;7;12
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapObservable;times=1000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapObservable;times=1000000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1;5;7;7;7
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1000000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1;5;6;9;13
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1000000;5;6;6;11
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1;5;5;5;7
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1000000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHideObservable;times=1;5;5;5;6
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHideObservable;times=1000;5;6;9;12
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHideObservable;times=1000000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHidePublisher;times=1;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHidePublisher;times=1000;5;5;5;8
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHidePublisher;times=1000000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapObservable;times=1;5;5;5;7
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapObservable;times=1000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapObservable;times=1000000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapPublisher;times=1;5;5;5;12
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapPublisher;times=1000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapPublisher;times=1000000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsObservable;times=1;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsObservable;times=1000;5;5;7;9
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsObservable;times=1000000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsPublisher;times=1;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsPublisher;times=1000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsPublisher;times=1000000;5;5;7;7
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHideObservable;times=1;5;5;6;7
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHideObservable;times=1000;5;6;8;11
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHideObservable;times=1000000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHidePublisher;times=1;5;5;6;12
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHidePublisher;times=1000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHidePublisher;times=1000000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapObservable;times=1;5;5;6;7
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapObservable;times=1000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapObservable;times=1000000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapPublisher;times=1;5;7;9;12
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapPublisher;times=1000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapPublisher;times=1000000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlattenAsObservable;times=1;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlattenAsObservable;times=1000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlattenAsObservable;times=1000000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlattenAsPublisher;times=1;5;5;6;8
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlattenAsPublisher;times=1000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlattenAsPublisher;times=1000000;5;5;7;7
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.completable;;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.flowableBlockingFirst;;5;5;10;15
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.flowableBlockingLast;;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.maybe;;5;5;5;8
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.observableBlockingFirst;;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.observableBlockingLast;;5;5;6;6
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.single;;5;5;5;7
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingFirst;times=1;5;5;5;6
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingFirst;times=1000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingFirst;times=1000000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingLast;times=1;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingLast;times=1000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingLast;times=1000000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BlockingPerf.observableBlockingFirst;times=1;5;5;5;6
ReactiveX/RxJava;;io.reactivex.BlockingPerf.observableBlockingFirst;times=1000;5;5;6;7
ReactiveX/RxJava;;io.reactivex.BlockingPerf.observableBlockingFirst;times=1000000;5;6;9;13
ReactiveX/RxJava;;io.reactivex.BlockingPerf.observableBlockingLast;times=1;5;5;6;6
ReactiveX/RxJava;;io.reactivex.BlockingPerf.observableBlockingLast;times=1000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.BlockingPerf.observableBlockingLast;times=1000000;5;5;5;5
ReactiveX/RxJava;;io.reactivex.CallableAsyncPerf.observeOnCompletable;;5;5;23;25
ReactiveX/RxJava;;io.reactivex.CallableAsyncPerf.observeOnFlowable;;10;11;16;27
ReactiveX/RxJava;;io.reactivex.CallableAsyncPerf.observeOnMaybe;;8;11;19;38
ReactiveX/RxJava;;io.reactivex.CallableAsyncPerf.observeOnObservable;;6;7;18;20
ReactiveX/RxJava;;io.reactivex.CallableAsyncPerf.observeOnSingle;;6;8;24;34
ReactiveX/RxJava;;io.reactivex.CallableAsyncPerf.pipelineCompletable;;5;5;7;15
ReactiveX/RxJava;;io.reactivex.CallableAsyncPerf.pipelineFlowable;;6;8;11;20
ReactiveX/RxJava;;io.reactivex.CallableAsyncPerf.pipelineMaybe;;7;9;14;18
