project;commit;benchmark;params;i5;i6;i7;i8;i9;i10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput11Params;;0.082663415;0.064836906;0.014827439;0.02434122;0.029597396;0.026637948
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput1Param;;0.073293664;0.060739679;0.036955519;0.092098726;0.094319528;0.056581595
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput2Params;;0.010604782;0.026808244;0.01916443;0.020260094;0.013369344;0.020838863
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput3Params;;0.038699518;0.0472523;0.028956881;0.042458842;0.032386117;0.056007338
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput4Params;;0.104270012;0.102784353;0.098612481;0.074665963;0.102112775;0.069187788
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput5Params;;0.054205194;0.058074125;0.030791607;0.029481947;0.038737786;0.048091255
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput6Params;;0.0409428;0.022129821;0.031705278;0.049772041;0.024992199;0.038105805
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput7Params;;0.02443204;0.021604946;0.016317638;0.017773362;0.037242174;0.021510207
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput8Params;;0.029858367;0.042117719;0.047472977;0.044846749;0.023559932;0.039858365
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput9Params;;0.046248393;0.06055953;0.032637148;0.055670166;0.038652538;0.064119125
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughputSimple;;0.028734798;0.019105631;0.021396695;0.022253578;0.019680214;0.027581031
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackLocationBenchmark.throughputSimple;;0.011812064;0.009154719;0.009190738;0.017699535;0.014469435;0.015960375
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput10Params;;0.025136306;0.02672802;0.017336478;0.021566226;0.011288067;0.018477925
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput11Params;;0.022399116;0.041658255;0.03717342;0.026783028;0.023451288;0.021666544
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput1Param;;0.001335023;0.040267044;0.026244585;0.02150223;0.027568974;0.026516979
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput2Params;;0.036399029;0.029241373;0.02921353;0.023341452;0.02313807;0.018702491
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput3Params;;0.046073825;0.029712983;0.043006821;0.028904443;0.022218547;0.01886609
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput4Params;;0.02131401;0.024864515;0.055304833;0.040214076;0.038380405;0.048351113
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput5Params;;0.012202329;0.01203999;0.008864225;0.028172513;0.013645956;0.011717608
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput6Params;;0.021649356;0.038326104;0.032754029;0.034373322;0.024691052;0.023677164
