project;commit;benchmark;params;i2;i3;i4;i5;i6;i7;i8;i9;i10;i11;i12;i13;i14;i15;i16;i17;i18;i19;i20;i21;i22;i23;i24;i25;i26;i27;i28;i29;i30;i31;i32;i33;i34;i35;i36;i37;i38;i39;i40;i41;i42;i43;i44;i45;i46;i47;i48;i49;i50;i51;i52;i53;i54;i55;i56;i57;i58;i59;i60;i61;i62;i63;i64;i65;i66;i67;i68;i69;i70;i71;i72;i73;i74;i75;i76;i77;i78;i79;i80;i81;i82;i83;i84;i85;i86;i87;i88;i89;i90;i91;i92;i93;i94;i95;i96;i97;i98;i99;i100
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=ENQUEUE_UNSYNCHRONIZED;0.920611353;0.984732005;0.985004593;0.989777319;0.996398287;0.992114772;0.987363139;0.986052144;0.985536452;0.998549966;0.995835102;0.995286235;0.988670776;0.998976923;0.988659422;0.981735991;0.993331196;0.993614251;0.984311662;0.994054088;0.995663577;0.997854908;0.994398705;0.997386687;0.996494707;0.994803386;0.99377742;0.996203394;0.997693424;0.99342984;0.998059603;0.997676518;0.995422464;0.996012973;0.995434726;0.996230636;0.996682554;0.997998343;0.99424363;0.998481715;0.995247216;0.998023798;0.996674551;0.994922671;0.994751315;0.993814241;0.994160298;0.991362426;0.996925511;0.996014974;0.994096871;0.986935963;0.988285783;0.995817776;0.995291997;0.991539886;0.996688112;0.998079615;0.998360939;0.997952398;0.995301043;0.992991098;0.990990739;0.995584253;0.996294784;0.997586822;0.995684658;0.996337221;0.995701969;0.994820458;0.996316436;0.996850297;0.993535723;0.991706321;0.995098061;0.997385584;0.996970117;0.997226266;0.994274832;0.998416233;0.999522119;0.995880916;0.995728675;0.996502222;0.996811528;0.992585045;0.997438781;0.997515095;0.994910546;0.994254746;0.991101254;0.997809135;0.996953257;0.994182078;0.996282724;0.988363971;0.997012142;0.996929545;0.998323599
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=SYNCHRONOUS;0.902859553;0.969683585;0.988895242;0.982181267;0.980029654;0.879125338;0.91608878;0.986907674;0.99580137;0.994908254;0.987207467;0.98532511;0.997640244;0.990218958;0.975714454;0.996997946;0.992843323;0.997910483;0.996783418;0.988839172;0.992741264;0.985450776;0.997203796;0.99128648;0.997255075;0.990188597;0.998198469;0.995911369;0.986480003;0.989652053;0.995805369;0.98277921;0.990210437;0.991480707;0.991049839;0.991540918;0.993000624;0.990256283;0.9946725;0.981295608;0.980788762;0.994191815;0.996760856;0.997885115;0.994875433;0.98983815;0.994766288;0.985954836;0.990385875;0.987756496;0.994516468;0.989047421;0.983616229;0.986093265;0.992137114;0.993024897;0.982631334;0.995157356;0.990618661;0.995931523;0.994576549;0.991010689;0.988281679;0.984846872;0.988357625;0.983389409;0.988806669;0.982856964;0.965795681;0.979297202;0.987048458;0.991365617;0.994779659;0.995258019;0.986449918;0.9928944;0.990823793;0.993617837;0.995711772;0.988381267;0.963368257;0.980599248;0.983264178;0.963776843;0.974073725;0.994787232;0.992927896;0.99580466;0.996679035;0.984412116;0.987090899;0.997374061;0.998126012;0.991294709;0.993944246;0.995866127;0.991499204;0.988322258;0.967970332
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=ENQUEUE;0.886507791;0.975951898;0.994690334;0.978915255;0.993712757;0.996360546;0.995819735;0.995912804;0.989317994;0.993067095;0.989597061;0.990861511;0.995142976;0.988053566;0.994607297;0.995695204;0.992573626;0.99015012;0.990737241;0.996849958;0.996771166;0.997345267;0.995089078;0.993793827;0.992971793;0.993472398;0.995276015;0.995210715;0.998399669;0.992611317;0.997757606;0.992987274;0.997788831;0.991135658;0.996533571;0.994588614;0.992621784;0.999361164;0.997657849;0.997453279;0.993460037;0.995196794;0.999347345;0.995991474;0.992837954;0.99607721;0.996350738;0.999126548;0.994941333;0.99781609;0.986250361;0.985761909;0.996311497;0.997640854;0.998187937;0.993004276;0.989749839;0.996422126;0.997813606;0.993391582;0.998881913;0.996353234;0.997575485;0.994168414;0.996813539;0.996891236;0.99819161;0.995773567;0.995183706;0.996132269;0.997963227;0.998236459;0.997245897;0.997640221;0.997493994;0.997748842;0.998029784;0.996460168;0.999186067;0.995569033;0.999204524;0.993503576;0.996455544;0.997171972;0.998142132;0.993600542;0.995116023;0.997791731;0.997228543;0.995681347;0.996108946;0.999450291;0.997606179;0.996705526;0.998097086;0.998570075;0.99902282;0.995835042;0.989376764
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=ENQUEUE_UNSYNCHRONIZED;0.992547555;0.996888158;0.971583906;0.993544678;0.995894447;0.995241348;0.998284862;0.997922395;0.9938128;0.993556355;0.993936666;0.998060056;0.99318265;0.994047315;0.998184628;0.996904682;0.997062504;0.994860552;0.99512794;0.994981801;0.99481423;0.995534675;0.994961981;0.988342934;0.995298838;0.98781612;0.994644071;0.996119585;0.995321806;0.998004951;0.997493126;0.994999056;0.998320997;0.9818578;0.98828316;0.996515312;0.997715768;0.982679985;0.986634627;0.9974517;0.99493701;0.993962485;0.991516321;0.997412537;0.991660045;0.994942884;0.982915401;0.99456044;0.997290108;0.996105311;0.996993836;0.998039608;0.998865731;0.994915831;0.993267338;0.99909685;0.997600388;0.995257352;0.988400966;0.996268109;0.993763327;0.995350616;0.991290876;0.98852845;0.99612506;0.99798665;0.993798937;0.995715239;0.996192033;0.996087458;0.995716091;0.997200217;0.998928947;0.995619459;0.993492695;0.998101973;0.992840539;0.996022891;0.993209404;0.989403867;0.99612816;0.997421939;0.996326124;0.997110957;0.993462935;0.991218168;0.995915641;0.998630901;0.998326081;0.993908795;0.99623785;0.999089102;0.998732743;0.987114233;0.994373167;0.997147963;0.995633274;0.998268631;0.990154096
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=SYNCHRONOUS;0.762126645;0.965997538;0.936108162;0.985171605;0.984741136;0.881323089;0.969354082;0.993971119;0.977268145;0.993693805;0.988961042;0.994156922;0.998798979;0.996868439;0.992273541;0.990743384;0.99046353;0.988101674;0.996385742;0.974598646;0.980107021;0.982377602;0.943154997;0.99124793;0.991556639;0.982300587;0.991141242;0.992501648;0.987129034;0.992191044;0.997605021;0.980867568;0.973368068;0.983870545;0.99690694;0.952866403;0.96720424;0.988237575;0.996508029;0.9943474;0.986741255;0.99485288;0.982370501;0.996369789;0.987465819;0.996971099;0.982236981;0.979903408;0.982017072;0.990919191;0.993737333;0.968890011;0.970863007;0.983052342;0.994665424;0.966654069;0.98480672;0.978846404;0.976814795;0.989963833;0.988768369;0.977822645;0.989472208;0.989977156;0.992825766;0.996123218;0.991760044;0.990533791;0.988555737;0.994612922;0.991427029;0.986522193;0.994654923;0.994160193;0.994174352;0.993877505;0.989039035;0.993205922;0.989009356;0.993237026;0.988112519;0.955021293;0.973620643;0.99331686;0.996228109;0.98420705;0.988124835;0.990863939;0.987014183;0.987816427;0.990967989;0.982068256;0.988296693;0.988949318;0.982180406;0.985825944;0.985885324;0.995955093;0.991634521
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=ENQUEUE;0.969460553;0.822769672;0.975338671;0.984578806;0.978814896;0.99746125;0.989002086;0.995702276;0.992648384;0.99736326;0.993957964;0.995461425;0.990197943;0.994105517;0.993414646;0.997115368;0.991970984;0.991041894;0.993097254;0.994384526;0.99413441;0.984876216;0.991818316;0.997049538;0.991533804;0.992270671;0.995844019;0.996327712;0.993685548;0.991829595;0.996538262;0.994033701;0.995629543;0.994364311;0.99282174;0.996064262;0.990794631;0.986354302;0.997593999;0.985783732;0.99525836;0.997586416;0.997374913;0.988445417;0.983201882;0.993573423;0.996478984;0.998873586;0.999230663;0.997491405;0.992630858;0.996051755;0.998343303;0.996573649;0.993238188;0.987217588;0.997292296;0.985185928;0.987481633;0.990439608;0.99625711;0.997821417;0.991307069;0.991388854;0.993045276;0.990319861;0.989810896;0.994598899;0.993776428;0.997023246;0.995205003;0.996063455;0.995647375;0.986235292;0.991718424;0.996005842;0.989372392;0.993353695;0.998740012;0.989681924;0.985479979;0.992766644;0.986621763;0.989964467;0.983894384;0.992636253;0.99533904;0.99672862;0.99686163;0.997670268;0.995880485;0.992287402;0.991396659;0.993852682;0.992434644;0.991325742;0.994502976;0.992030382;0.995103421
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=ENQUEUE_UNSYNCHRONIZED;0.994282857;0.847821122;0.986826279;0.968614929;0.968926061;0.977751988;0.9849855;0.990542114;0.987809054;0.99588417;0.990061448;0.991816607;0.996903964;0.995837798;0.993687815;0.989131929;0.994368633;0.990016522;0.993011978;0.995977024;0.994872684;0.991572704;0.993852971;0.988050177;0.990786009;0.979705072;0.993645362;0.99422987;0.996638224;0.992266979;0.995917961;0.991691204;0.996910215;0.986763249;0.995637166;0.993826394;0.987395406;0.990545343;0.991516634;0.995982023;0.996437077;0.99536285;0.988289173;0.992228138;0.983899544;0.99040343;0.996043947;0.992546823;0.997544153;0.988151703;0.980985644;0.994705072;0.994615162;0.995702;0.998951433;0.997539047;0.995695787;0.993223551;0.993008694;0.997157406;0.993299629;0.98822105;0.991910829;0.983581104;0.988443895;0.992993927;0.996408248;0.997241337;0.996906879;0.996794209;0.992960594;0.992683369;0.997241032;0.992722062;0.997993621;0.995372228;0.992140802;0.995384409;0.994873381;0.992129821;0.990003385;0.993544768;0.978116465;0.985908406;0.996160169;0.993762194;0.991723143;0.996162931;0.996382261;0.993835669;0.997543717;0.99598231;0.99130763;0.99181722;0.99605562;0.992130173;0.994572991;0.991216444;0.988531151
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=SYNCHRONOUS;0.978866737;0.971280596;0.980102284;0.944326962;0.98371273;0.996795558;0.970087107;0.99435633;0.991299729;0.978916893;0.989187023;0.989708722;0.993029426;0.984358048;0.997804078;0.991282389;0.99256642;0.991134671;0.982195842;0.990644435;0.99116403;0.994477701;0.992039771;0.992250818;0.978702743;0.979881174;0.992050677;0.990141155;0.992792646;0.996535241;0.992754818;0.991196067;0.995602973;0.988912962;0.979959612;0.992424364;0.990799153;0.987649786;0.989851768;0.976131299;0.985615976;0.9936217;0.985958434;0.994997241;0.998166772;0.997432003;0.997149664;0.97716692;0.981589837;0.993684195;0.995367716;0.996751439;0.997660544;0.996865423;0.995445525;0.993234078;0.986602166;0.981380224;0.982935735;0.986026957;0.985889886;0.992965546;0.995572931;0.996455238;0.993295447;0.984364651;0.98510794;0.985130545;0.992539023;0.993720824;0.995936816;0.986560277;0.991883728;0.992808232;0.992368726;0.986248423;0.98396;0.993715904;0.990236309;0.991005967;0.991439774;0.991739361;0.995956068;0.998182558;0.995273797;0.99711573;0.994997925;0.995686054;0.996429646;0.992791973;0.995167644;0.997378686;0.993445777;0.993592537;0.992862418;0.984127344;0.989563714;0.989795082;0.993211556
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=ENQUEUE;0.927032319;0.996778047;0.988106869;0.982964212;0.98705279;0.997102513;0.998365578;0.98324627;0.993088162;0.995470441;0.990367986;0.994205391;0.996324987;0.99696852;0.815246704;0.860745678;0.833984154;0.993781666;0.992296617;0.982371915;0.914055376;0.814504761;0.972991884;0.967566252;0.980686121;0.989095872;0.912632005;0.967801691;0.923562318;0.765250377;0.974144303;0.983771143;0.974599492;0.988493419;0.986915768;0.994640737;0.99680233;0.704582325;0.955471652;0.926846558;0.995561731;0.990192067;0.998388429;0.998364833;0.997064148;0.993640902;0.989658601;0.99369985;0.997448682;0.999345212;0.984735786;0.994640412;0.996960244;0.991759502;0.997669528;0.995574612;0.997065605;0.996221319;0.996401684;0.995590287;0.994002351;0.991924904;0.987993289;0.989318976;0.998923564;0.996508311;0.998900017;0.983350938;0.995608363;0.996634101;0.997690672;0.993397546;0.990544462;0.994334009;0.997731845;0.991643452;0.992971921;0.989578109;0.984333335;0.995431555;0.997310699;0.993196247;0.993671066;0.995265608;0.988288225;0.992533861;0.993805504;0.995130725;0.996394265;0.995329059;0.996831881;0.996019428;0.995926556;0.993245581;0.996925324;0.997635657;0.994780744;0.998958531;0.991882439
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=ENQUEUE_UNSYNCHRONIZED;0.442484063;0.894619826;0.968781673;0.913966642;0.982798119;0.977052079;0.930348371;0.992275522;0.979951841;0.981739288;0.985352499;0.984738098;0.968273225;0.9899881;0.944059266;0.991398499;0.903026696;0.820255779;0.928222621;0.974047859;0.992934284;0.796690209;0.756072158;0.983058562;0.844428649;0.623818493;0.890115675;0.914159596;0.930603821;0.98860185;0.992754884;0.995826557;0.974897159;0.935500359;0.988119691;0.986361055;0.986583935;0.825096547;0.951586533;0.911833748;0.996503223;0.969040885;0.99659333;0.989117769;0.919756095;0.996105419;0.996789689;0.993112886;0.996440477;0.996804312;0.993961046;0.995305994;0.983677962;0.985010629;0.997410381;0.993341203;0.996432946;0.997800542;0.998716012;0.999052726;0.991189541;0.994265683;0.986733589;0.996737806;0.996877383;0.993223168;0.996622248;0.995922512;0.995554107;0.99728339;0.994970038;0.993408305;0.996363528;0.996136535;0.995447311;0.995829902;0.997660724;0.995879176;0.998366429;0.995287753;0.998010324;0.995439749;0.994889501;0.992694469;0.995532101;0.9966668;0.98739102;0.994455527;0.994546305;0.994927707;0.996603589;0.985182638;0.991470976;0.997688188;0.999418966;0.996203228;0.988246752;0.996923429;0.978848938
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.singleLoggingThread;asyncLoggerType=ASYNC_CONTEXT,queueFullPolicy=SYNCHRONOUS;0.99399106;0.985685254;0.990400263;0.997259409;0.998055481;0.990761527;0.997573858;0.997735191;0.794376227;0.803342668;0.591473282;0.947262341;0.763612508;0.984913825;0.985024905;0.984074414;0.966833338;0.989246449;0.632518498;0.638140785;0.99761359;0.998569937;0.856582765;0.872408151;0.996463347;0.985914039;0.98704738;0.998375802;0.609843806;0.676495536;0.984543746;0.998533236;0.550959451;0.551423648;0.995209751;0.538375543;0.952589746;0.413921991;0.522466805;0.512044192;0.994282483;0.998722847;0.999409347;0.996286988;0.998178399;0.69408658;0.711899587;0.743223161;0.728260989;0.859177708;0.903318511;0.677676089;0.623574228;0.997186794;0.996885477;0.992869118;0.99294556;0.980498138;0.996542343;0.907386833;0.90747964;0.996712544;0.99970295;0.996172427;0.996797025;0.997123938;0.998797292;0.999047305;0.71767885;0.680105426;0.99911333;0.997223088;0.99763324;0.998796774;0.994938897;0.999133586;0.995465637;0.995583149;0.998189741;0.999584416;0.996342174;0.994761225;0.996859529;0.993221053;0.995307607;0.997361457;0.998881086;0.99300216;0.996703048;0.995815523;0.997404989;0.997196431;0.997217806;0.992180863;0.995095925;0.99739901;0.997742746;0.993056087;0.995952145
;;org.apache.logging.log4j.perf.jmh.ConfiguratorInitializeBenchmark.initializeLoggerContext;;0.836274345;0.978276949;0.961004116;0.924466135;0.984570948;0.916554987;0.995614828;0.989388954;0.992112627;0.700618463;0.811069687;0.994879934;0.989384415;0.994832571;0.994817169;0.982461426;0.998777141;0.719584913;0.99324709;0.967135088;0.989583349;0.994834572;0.965114701;0.993254078;0.989658413;0.994801203;0.982208027;0.980858523;0.958036426;0.971212099;0.922110919;0.919833407;0.980885343;0.974430905;0.992828315;0.9949006;0.993065648;0.996703737;0.992042163;0.995039977;0.987880543;0.98713777;0.98862002;0.992728308;0.996584075;0.985158396;0.987716056;0.988161862;0.989743008;0.992801221;0.994712104;0.989076912;0.982308073;0.980346862;0.992568692;0.997483847;0.993618841;0.97950574;0.979619797;0.988912267;0.995727088;0.993709697;0.99613254;0.9929796;0.993034803;0.993401051;0.994237871;0.99100467;0.98933013;0.996590418;0.993696489;0.997611953;0.992745539;0.992111479;0.996391747;0.996297621;0.998748632;0.995115875;0.99350224;0.992574702;0.995063857;0.988118224;0.986799195;0.986524801;0.989632454;0.992585963;0.994372051;0.98922132;0.991848418;0.998113839;0.988959288;0.992150178;0.991839056;0.994415343;0.991320939;0.994073432;0.995780784;0.992156491;0.995176
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.baseline;;0.942980239;0.684524001;0.443210791;0.898062128;0.972411506;0.988826851;0.992669878;0.999108114;0.910756999;0.994737896;0.644093491;0.995206929;0.997922448;0.99600818;0.983472665;0.915659325;0.994633898;0.990314788;0.996482731;0.993848416;0.999448967;0.999361334;0.99690806;0.997858558;0.995697389;0.994696858;0.9908703;0.995353951;0.992775112;0.993731129;0.996510203;0.998097364;0.996618779;0.999050959;0.98985739;0.991789925;0.997603267;0.995039379;0.996741679;0.997968652;0.997141412;0.992995073;0.99244929;0.991176504;0.988017101;0.997018685;0.997624113;0.999006346;0.997577124;0.993994702;0.997830903;0.997403922;0.99953999;0.998541238;0.999805782;0.997946382;0.996406984;0.992809556;0.983415282;0.988287277;0.998149856;0.995127528;0.992560694;0.991758968;0.99703705;0.997106281;0.997440963;0.996910023;0.997452568;0.997374539;0.989718863;0.993244775;0.993575913;0.994066392;0.998751259;0.997105526;0.99934858;0.998622684;0.998651224;0.994426875;0.990479632;0.988389102;0.997423398;0.99072066;0.992990126;0.995263688;0.997523562;0.996224508;0.999805929;0.995695264;0.997587141;0.994129119;0.994616129;0.999096365;0.993905322;0.997349003;0.998386917;0.99795583;0.996567883
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jClassicDebugStringConcatenation;;0.638403968;0.668747517;0.974510693;0.70223839;0.992114459;0.993880491;0.995973863;0.986512098;0.996800022;0.987208245;0.990555748;0.999471827;0.989266203;0.995825544;0.989289335;0.984347093;0.99205291;0.992298634;0.993525286;0.984951962;0.998064274;0.9969958;0.994489885;0.99614224;0.99283701;0.996690141;0.990147015;0.99606653;0.984813296;0.986436141;0.992664805;0.995361929;0.995261152;0.993896274;0.994270093;0.989648917;0.988711774;0.997600208;0.991069361;0.997336051;0.989875601;0.994314216;0.98970327;0.996077249;0.993872851;0.991977788;0.99500078;0.99277621;0.997360995;0.99705106;0.991188149;0.990618555;0.991338209;0.990603033;0.997523059;0.996220774;0.99641284;0.997686604;0.99504604;0.991717306;0.99663605;0.991449446;0.991786554;0.994810716;0.996312258;0.993928402;0.996807207;0.992238394;0.993070125;0.991282385;0.988922749;0.994897759;0.991720489;0.993879211;0.994878535;0.996048499;0.996793063;0.994858686;0.988158017;0.985645484;0.990725033;0.993698791;0.998004609;0.994481584;0.991365938;0.993774946;0.993878269;0.994334342;0.99136653;0.995181729;0.996203731;0.998486818;0.992036179;0.989429858;0.993682015;0.994024427;0.993839783;0.991379826;0.9949315
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jClassicIsDebugEnabled;;NaN;0.99420685;0.89703972;0.697412524;0.977003852;0.991921853;0.997284772;0.699410525;0.997605842;0.986012691;0.99615043;0.998179546;0.996192959;0.997008483;0.998055096;0.990387292;0.992747622;0.985509182;0.989160303;0.998168062;0.998774968;0.994414224;0.997597522;0.999176203;0.994394037;0.991883906;0.998858825;0.989430426;0.995711918;0.998102496;0.997593046;0.998821319;0.996295312;0.993972927;0.9968072;0.997374284;0.994211477;0.994992104;0.996418744;0.990763921;0.997893049;0.976976609;0.989418501;0.997655547;0.997572266;0.992817399;0.997858091;0.997390583;0.994693345;0.997069334;0.994872852;0.998126182;0.998581626;0.99941938;0.996698552;0.994144198;0.997289872;0.997474867;0.998383378;0.996660247;0.995460139;0.999452865;0.99242033;0.994208155;0.995362536;0.991834522;0.988605214;0.996007223;0.996080769;0.99778778;0.99843693;0.99799447;0.987202416;0.995731349;0.999746759;0.995195879;0.999281034;0.997340043;0.99700617;0.99316903;0.767572256;0.760300714;0.995397186;0.997300698;0.99478682;0.996460401;0.998274747;0.997930553;0.992775818;0.999155199;0.99836496;0.990431938;0.998520716;0.997273486;0.996847371;0.711501286;0.702615292;0.672641334;0.671464846
;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jDebugParameterizedString;;0.197192721;0.943819926;0.443170013;0.919988402;0.966661371;0.98242755;0.96003054;0.96616642;0.988525476;0.937234813;0.994494519;0.994500658;0.992996019;0.993314633;0.988529348;0.993046741;0.985096491;0.997852589;0.994654768;0.992172249;0.985410668;0.994768576;0.678875738;0.680558131;0.669183946;0.666583105;0.652516338;0.995732371;0.649718889;0.64457006;0.988953819;0.998254677;0.999654153;0.998893137;0.99803168;0.998242743;0.985793438;0.988861915;0.99884577;0.993910643;0.997291038;0.995823992;0.999599342;0.998604822;0.997141078;0.991502234;0.994429254;0.998957316;0.998282182;0.998694714;0.99734104;0.995977293;0.995653104;0.999550299;0.998459385;0.999705372;0.999985165;0.998489844;0.999350913;0.990512902;0.988973487;0.993796574;0.999011019;0.98805416;0.993751455;0.993783516;0.992792913;0.995749066;0.996476287;0.996761524;0.997652122;0.997224333;0.998290849;0.999710377;0.996523683;0.995626553;0.996500828;0.997385596;0.994852824;0.998711359;0.999553667;0.999989235;0.999954346;0.999273356;0.998512333;0.997002358;0.998217729;0.994039937;0.999655593;0.999873969;0.999452349;0.998603798;0.998925848;0.995866037;0.995749091;0.996682638;0.997427375;0.996832513;0.995771386
